trial_number	partner	rating_dimension	response
1	similar	fairness	9
2	dissimilar	fairness	9
3	computer	fairness	8
4	similar	likeability	8
5	dissimilar	likeability	9
6	computer	likeability	9
7	similar	anger	5
8	dissimilar	anger	7
9	computer	anger	8
10	similar	satisfaction	7
11	dissimilar	satisfaction	8
12	computer	satisfaction	7
