trial_number	partner	rating_dimension	response
1	friend	trustworthiness	2
2	stranger	trustworthiness	2
3	computer	trustworthiness	4
4	friend	likeability	4
5	stranger	likeability	4
6	computer	likeability	6
7	friend	approachability	6
8	stranger	approachability	6
9	computer	approachability	6
