trial_number	partner	rating_dimension	response
1	similar	fairness	4
2	dissimilar	fairness	2
3	computer	fairness	3
4	similar	likeability	4
5	dissimilar	likeability	2
6	computer	likeability	4
7	similar	anger	6
8	dissimilar	anger	8
9	computer	anger	7
10	similar	satisfaction	4
11	dissimilar	satisfaction	2
12	computer	satisfaction	4
