participant_id	task	timepoint	source_session	source_block	source_file	destination	n_rows	sha256	selection_rule
sub-131	ultimatum	post	2	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-2.csv	sub-131/beh/sub-131_task-ultimatum_acq-post_beh.tsv	12	33bf11e3584f3d8dc1a7f5d9ab101137ec8a23dd0e32138c6ba143d151263fc1	final_complete_attempt
sub-131	ultimatum	pre	1	1	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-1.csv	sub-131/beh/sub-131_task-ultimatum_acq-pre_beh.tsv	6	cc387ccb50540aa9d8a71a8e9a870534b0d3bf86821ab705061e14322d3cf3dd	final_complete_attempt
sub-132	trust	post	2	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-2.csv	sub-132/beh/sub-132_task-trust_acq-post_beh.tsv	9	1491441e0a7d510c1a9d9b5348c1ab4d7d96feea08e660cec0933d8285138b61	final_complete_attempt
sub-132	trust	pre	1	1	stimuli/psychopy/logs/132/sub132_Investment-Ratings-1.csv	sub-132/beh/sub-132_task-trust_acq-pre_beh.tsv	9	b6e0c5de8603c799381835d84c33b7d25e9c5cdea889463723f3cc9c3786651e	final_complete_attempt
sub-132	ultimatum	post	2	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-2.csv	sub-132/beh/sub-132_task-ultimatum_acq-post_beh.tsv	12	d183efecb637380dc839394c19fc6187513a040f4ceeef84af810ba0e4952d53	final_complete_attempt
sub-132	ultimatum	pre	1	1	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-1.csv	sub-132/beh/sub-132_task-ultimatum_acq-pre_beh.tsv	6	0ec822fb40cced9d29683e0dfe0fdadf9ab8c7ef0cf74d56c35558f48d8d3178	final_complete_attempt
sub-133	trust	post	2	1	stimuli/psychopy/logs/133/sub133_Investment-Ratings-2.csv	sub-133/beh/sub-133_task-trust_acq-post_beh.tsv	9	fcea9908d9642cd288b4dce2392abf64fd2c243fd69c5ab1cafe31e80e1a8480	final_complete_attempt
sub-133	trust	pre	1	1	stimuli/psychopy/logs/133/sub133_Investment-Ratings-1.csv	sub-133/beh/sub-133_task-trust_acq-pre_beh.tsv	9	78f968b0f74dce86fdda810312985d08042b23a5323df880c6b3e377928592c5	final_complete_attempt
sub-133	ultimatum	post	2	1	stimuli/psychopy/logs/133/sub133_Bargaining-Ratings-2.csv	sub-133/beh/sub-133_task-ultimatum_acq-post_beh.tsv	12	e54092a7f367396b0aca582e1542c109eb38eef7a5ebfa527be5204f8badcc94	final_complete_attempt
sub-133	ultimatum	pre	1	1	stimuli/psychopy/logs/133/sub133_Bargaining-Ratings-1.csv	sub-133/beh/sub-133_task-ultimatum_acq-pre_beh.tsv	6	8e0d97fa46aeb09cbf118342cab39ab65b26ac0e790468b7bf0ee8a8a9f3bac3	final_complete_attempt
sub-134	trust	post	2	1	stimuli/psychopy/logs/134/sub134_Investment-Ratings-2.csv	sub-134/beh/sub-134_task-trust_acq-post_beh.tsv	9	767a80eb0fcd71f385ee2d9b77d653e808e2e53f6debff4f78aa5348e4f4057f	final_complete_attempt
sub-134	trust	pre	1	2	stimuli/psychopy/logs/134/sub134_Investment-Ratings-1.csv	sub-134/beh/sub-134_task-trust_acq-pre_beh.tsv	9	928d0e9a41ca09828495cbdb7f199a870e23340b7a054e9e540c35ce19c17271	final_complete_attempt
sub-134	ultimatum	post	2	2	stimuli/psychopy/logs/134/sub134_Bargaining-Ratings-2.csv	sub-134/beh/sub-134_task-ultimatum_acq-post_beh.tsv	12	275bf2bd5d4454a9e0e33e10f209a03fed90f78844d75b4d41700578ab1c304b	final_complete_attempt
sub-134	ultimatum	pre	1	1	stimuli/psychopy/logs/134/sub134_Bargaining-Ratings-1.csv	sub-134/beh/sub-134_task-ultimatum_acq-pre_beh.tsv	6	3b59a174bbe22c74170707f8ecf66305727f4c80e9b5178728e1d93e94c2bfaf	final_complete_attempt
sub-135	trust	post	2	1	stimuli/psychopy/logs/135/sub135_Investment-Ratings-2.csv	sub-135/beh/sub-135_task-trust_acq-post_beh.tsv	9	617437368482941eb2090630142045abdfef80c95dab9b6cd8a706e6bb6cef3b	final_complete_attempt
sub-135	trust	pre	1	1	stimuli/psychopy/logs/135/sub135_Investment-Ratings-1.csv	sub-135/beh/sub-135_task-trust_acq-pre_beh.tsv	9	52f107ab43fbc7d0b6f306f4d413092f34a51f55ef14c532cd939da9014a6de1	final_complete_attempt
sub-135	ultimatum	post	2	1	stimuli/psychopy/logs/135/sub135_Bargaining-Ratings-2.csv	sub-135/beh/sub-135_task-ultimatum_acq-post_beh.tsv	12	a632c03b10db49f6c230a9aedd9cea220a7688dfed3eaaec8b6ff909dd9fa0da	final_complete_attempt
sub-135	ultimatum	pre	1	1	stimuli/psychopy/logs/135/sub135_Bargaining-Ratings-1.csv	sub-135/beh/sub-135_task-ultimatum_acq-pre_beh.tsv	6	ba80f20aa29b5f552477d54087c417de1ee82eb78b86e408810b53653a3b1069	final_complete_attempt
sub-136	sharedreward	post	2	1	stimuli/psychopy/logs/136/sub136_SR-Ratings-2.csv	sub-136/beh/sub-136_task-sharedreward_acq-post_beh.tsv	6	fdc204f0fae90aeefd61e8c0cafb4bc87fbd79d2e74693487c798d890efa606e	final_complete_attempt
sub-136	trust	post	2	1	stimuli/psychopy/logs/136/sub136_Investment-Ratings-2.csv	sub-136/beh/sub-136_task-trust_acq-post_beh.tsv	9	201bdc73d7ed2b9cc141d2618d4f413ed21cd304d622d66417c6c03de1497d08	final_complete_attempt
sub-136	trust	pre	1	1	stimuli/psychopy/logs/136/sub136_Investment-Ratings-1.csv	sub-136/beh/sub-136_task-trust_acq-pre_beh.tsv	9	65a2eae5ac4962dcf630b401c64435037c7d9ab5bd61891a75f6e7b598769ae5	final_complete_attempt
sub-136	ultimatum	post	2	1	stimuli/psychopy/logs/136/sub136_Bargaining-Ratings-2.csv	sub-136/beh/sub-136_task-ultimatum_acq-post_beh.tsv	12	526a65b7d507fded85324d02eafaf1f202e8c3dc06621bfff00f7329f6a73baa	final_complete_attempt
sub-136	ultimatum	pre	1	1	stimuli/psychopy/logs/136/sub136_Bargaining-Ratings-1.csv	sub-136/beh/sub-136_task-ultimatum_acq-pre_beh.tsv	6	05d4c95abe640899b18404e742c6bc4caf9c5f4e18c3c2f5499eed5d5f6faf48	final_complete_attempt
sub-137	sharedreward	post	2	1	stimuli/psychopy/logs/137/sub137_SR-Ratings-2.csv	sub-137/beh/sub-137_task-sharedreward_acq-post_beh.tsv	6	0857f4d1dc843bfcb9bc0a899c6bc4f923e33aaa2c36713026646046bd0ca60b	final_complete_attempt
sub-137	trust	post	2	1	stimuli/psychopy/logs/137/sub137_Investment-Ratings-2.csv	sub-137/beh/sub-137_task-trust_acq-post_beh.tsv	9	2d48f93de0487d50ea826051bc3e114acc1863111937ffaded1558aee77f5907	final_complete_attempt
sub-137	trust	pre	1	1	stimuli/psychopy/logs/137/sub137_Investment-Ratings-1.csv	sub-137/beh/sub-137_task-trust_acq-pre_beh.tsv	9	3843a5604108bd183f5f0fd4d18e497919c6f41b6ebd6e0941efc4e7fa3082c6	final_complete_attempt
sub-137	ultimatum	post	2	1	stimuli/psychopy/logs/137/sub137_Bargaining-Ratings-2.csv	sub-137/beh/sub-137_task-ultimatum_acq-post_beh.tsv	12	b17ed157c204447559c6c5f48f1393b467f0375e051a0c9326ff4047e9843398	final_complete_attempt
sub-137	ultimatum	pre	1	1	stimuli/psychopy/logs/137/sub137_Bargaining-Ratings-1.csv	sub-137/beh/sub-137_task-ultimatum_acq-pre_beh.tsv	6	76f0d21f678afddde40eb5ec51db8a92df70c56ee348f8b0b94e7c388ea412bf	final_complete_attempt
sub-138	sharedreward	post	2	1	stimuli/psychopy/logs/138/sub138_SR-Ratings-2.csv	sub-138/beh/sub-138_task-sharedreward_acq-post_beh.tsv	6	0f4fcdf53b1844a48b55e4c28712432d8f15d3a4f34d16e1256585386d6e94e1	final_complete_attempt
sub-138	trust	post	2	1	stimuli/psychopy/logs/138/sub138_Investment-Ratings-2.csv	sub-138/beh/sub-138_task-trust_acq-post_beh.tsv	9	858a615a80aaf9ae27b031196256de9ca2b087bd54d1c4f75bfe595cb7e94f65	final_complete_attempt
sub-138	trust	pre	1	1	stimuli/psychopy/logs/138/sub138_Investment-Ratings-1.csv	sub-138/beh/sub-138_task-trust_acq-pre_beh.tsv	9	2aa7af19e2b5d7936166369a2c9f38ec8727e72d59990dcf762dfd596efcb1b5	final_complete_attempt
sub-138	ultimatum	post	2	1	stimuli/psychopy/logs/138/sub138_Bargaining-Ratings-2.csv	sub-138/beh/sub-138_task-ultimatum_acq-post_beh.tsv	12	03d963a7d4294acd2a2ddac0a470b1a7282a0b0bfd05024c60429007dae81fbf	final_complete_attempt
sub-138	ultimatum	pre	1	1	stimuli/psychopy/logs/138/sub138_Bargaining-Ratings-1.csv	sub-138/beh/sub-138_task-ultimatum_acq-pre_beh.tsv	6	896589768a2cb3dc1d3b1fdbc563c8471693922163bd3d46f68ffbb3a19ac2ba	final_complete_attempt
sub-140	sharedreward	post	2	1	stimuli/psychopy/logs/140/sub140_SR-Ratings-2.csv	sub-140/beh/sub-140_task-sharedreward_acq-post_beh.tsv	6	681fcd72f3a7cb74394e0575ba3eece853b8ed8cd592578e5f42e723346c41d2	final_complete_attempt
sub-140	trust	post	2	1	stimuli/psychopy/logs/140/sub140_Investment-Ratings-2.csv	sub-140/beh/sub-140_task-trust_acq-post_beh.tsv	9	e0d03300513892d1cfaf5a32f3f8fb8d2d8b5e17eea56be949b36815a77664f1	final_complete_attempt
sub-140	trust	pre	1	1	stimuli/psychopy/logs/140/sub140_Investment-Ratings-1.csv	sub-140/beh/sub-140_task-trust_acq-pre_beh.tsv	9	cd62e665b3773191271754d6bf176f45bf2d02f45b60d8a182698ba5b0c61d4e	final_complete_attempt
sub-140	ultimatum	post	2	1	stimuli/psychopy/logs/140/sub140_Bargaining-Ratings-2.csv	sub-140/beh/sub-140_task-ultimatum_acq-post_beh.tsv	12	c2384d03de0596df96e5fbd0f33f8a8150091a94676d633fa0388b13ad812ded	final_complete_attempt
sub-140	ultimatum	pre	1	1	stimuli/psychopy/logs/140/sub140_Bargaining-Ratings-1.csv	sub-140/beh/sub-140_task-ultimatum_acq-pre_beh.tsv	6	faeddea03b363c6f60d694a46f5700baa1f92f9c823f68a1db2bd8c0e11270cd	final_complete_attempt
sub-141	sharedreward	post	2	1	stimuli/psychopy/logs/141/sub141_SR-Ratings-2.csv	sub-141/beh/sub-141_task-sharedreward_acq-post_beh.tsv	6	5a5fae0c65089d42fad0aec02723712ef5dadc0ae48f4a3a8d53768ce493c29f	final_complete_attempt
sub-141	trust	post	2	1	stimuli/psychopy/logs/141/sub141_Investment-Ratings-2.csv	sub-141/beh/sub-141_task-trust_acq-post_beh.tsv	9	96b082d88050171a46dece342c055044ac74a7566a2a2e9d447524864113b94a	final_complete_attempt
sub-141	trust	pre	1	1	stimuli/psychopy/logs/141/sub141_Investment-Ratings-1.csv	sub-141/beh/sub-141_task-trust_acq-pre_beh.tsv	9	5354527b2f723bf3cc69e9cf04e9a8366e6cc192e0a6a1fd6c44e87c5ab10d2a	final_complete_attempt
sub-141	ultimatum	post	2	1	stimuli/psychopy/logs/141/sub141_Bargaining-Ratings-2.csv	sub-141/beh/sub-141_task-ultimatum_acq-post_beh.tsv	12	8d25ac114f21a5830aa4c8e4d4a4207885c8081f0e4ea9b75d89fa36a04b8c32	final_complete_attempt
sub-141	ultimatum	pre	1	1	stimuli/psychopy/logs/141/sub141_Bargaining-Ratings-1.csv	sub-141/beh/sub-141_task-ultimatum_acq-pre_beh.tsv	6	90ef63fd173af379677562d862b57092c9a7fe0e7b318417712ebe46f1303a45	final_complete_attempt
sub-142	sharedreward	post	2	1	stimuli/psychopy/logs/142/sub142_SR-Ratings-2.csv	sub-142/beh/sub-142_task-sharedreward_acq-post_beh.tsv	6	972519cd9e25d3797caa1d64d0f1d102a4731ac0a03a7548fdce7efd818bd0b8	final_complete_attempt
sub-142	trust	post	2	1	stimuli/psychopy/logs/142/sub142_Investment-Ratings-2.csv	sub-142/beh/sub-142_task-trust_acq-post_beh.tsv	9	f944b9e4c2aacf52431f51d46b9e9e1f4f2011b78f898c9bf640d3efdfb57dfd	final_complete_attempt
sub-142	trust	pre	1	1	stimuli/psychopy/logs/142/sub142_Investment-Ratings-1.csv	sub-142/beh/sub-142_task-trust_acq-pre_beh.tsv	9	6d5edd1bc525902d1cfccbec40cc7b8b28dfc1156fd5a9d78ffe74c23e01fab0	final_complete_attempt
sub-142	ultimatum	post	2	1	stimuli/psychopy/logs/142/sub142_Bargaining-Ratings-2.csv	sub-142/beh/sub-142_task-ultimatum_acq-post_beh.tsv	12	24cd0f483a92408593f05cf15749b7c07046b060e7d3eb27da5f9cbd8ee4bb56	final_complete_attempt
sub-142	ultimatum	pre	1	1	stimuli/psychopy/logs/142/sub142_Bargaining-Ratings-1.csv	sub-142/beh/sub-142_task-ultimatum_acq-pre_beh.tsv	6	c4f7d19677008d888aedd1f9105b67f6f1d8366a4886febf2edb14502816e0dd	final_complete_attempt
sub-144	sharedreward	post	2	2	stimuli/psychopy/logs/144/sub144_SR-Ratings-2.csv	sub-144/beh/sub-144_task-sharedreward_acq-post_beh.tsv	6	99e596839cae985e7eb8eda7f1592fd98aa5fe514e314578e0d2a3db3e479a65	final_complete_attempt
sub-144	trust	post	2	2	stimuli/psychopy/logs/144/sub144_Investment-Ratings-2.csv	sub-144/beh/sub-144_task-trust_acq-post_beh.tsv	9	c8ad2a3bbdbd1e55a5da5a9178c1d8c532b7b123be72b9a628de784619e3d25a	final_complete_attempt
sub-144	trust	pre	1	2	stimuli/psychopy/logs/144/sub144_Investment-Ratings-1.csv	sub-144/beh/sub-144_task-trust_acq-pre_beh.tsv	9	c9558fea952c77997290df82bd7389c7192fa1846b7d909af788c8e8b4ba2743	final_complete_attempt
sub-144	ultimatum	post	2	2	stimuli/psychopy/logs/144/sub144_Bargaining-Ratings-2.csv	sub-144/beh/sub-144_task-ultimatum_acq-post_beh.tsv	12	4f2f5983c05a19431c7798d152153893a580bcd47fd0241c5ba181b2ed044002	final_complete_attempt
sub-144	ultimatum	pre	1	2	stimuli/psychopy/logs/144/sub144_Bargaining-Ratings-1.csv	sub-144/beh/sub-144_task-ultimatum_acq-pre_beh.tsv	6	856b4c058b6aefd67157189f1eae4c1db156e5973bd7d9b8cf2724763c6eb436	final_complete_attempt
sub-145	sharedreward	post	2	1	stimuli/psychopy/logs/145/sub145_SR-Ratings-2.csv	sub-145/beh/sub-145_task-sharedreward_acq-post_beh.tsv	6	326a9e9b827d547a0284b5d36974567cca2138218f463043d7ea1e65ca1fbbd7	final_complete_attempt
sub-145	trust	post	2	1	stimuli/psychopy/logs/145/sub145_Investment-Ratings-2.csv	sub-145/beh/sub-145_task-trust_acq-post_beh.tsv	9	57e5a991139b6b123f990bf90c5209a2c1d3c96d6286a88be2cdbacb31a61f05	final_complete_attempt
sub-145	trust	pre	1	1	stimuli/psychopy/logs/145/sub145_Investment-Ratings-1.csv	sub-145/beh/sub-145_task-trust_acq-pre_beh.tsv	9	d5bf9b06bd0fc66b6f5577cf7cc3daecd0cf2791a300178fdc005bee3420b89e	final_complete_attempt
sub-145	ultimatum	post	2	1	stimuli/psychopy/logs/145/sub145_Bargaining-Ratings-2.csv	sub-145/beh/sub-145_task-ultimatum_acq-post_beh.tsv	12	d3dbeda17d160dc86b08f3e37508e4912c0a208210393b84b6db27e35df60797	final_complete_attempt
sub-145	ultimatum	pre	1	1	stimuli/psychopy/logs/145/sub145_Bargaining-Ratings-1.csv	sub-145/beh/sub-145_task-ultimatum_acq-pre_beh.tsv	6	321e43d15c57e82dfb0fa1c84a96ddc58f4ec4eaf5b9aec8eb5f7b618eb7c53f	final_complete_attempt
sub-147	sharedreward	post	2	1	stimuli/psychopy/logs/147/sub147_SR-Ratings-2.csv	sub-147/beh/sub-147_task-sharedreward_acq-post_beh.tsv	6	d36118de5d239a3895e2513c85e2c17dfe3d236c374af89ecd3e2a7697b1eb7c	final_complete_attempt
sub-147	trust	post	2	1	stimuli/psychopy/logs/147/sub147_Investment-Ratings-2.csv	sub-147/beh/sub-147_task-trust_acq-post_beh.tsv	9	dd35987612ac1628b5d500e20e5b236b5974a1cd672e91c8b1c0e456cc10773c	final_complete_attempt
sub-147	trust	pre	1	1	stimuli/psychopy/logs/147/sub147_Investment-Ratings-1.csv	sub-147/beh/sub-147_task-trust_acq-pre_beh.tsv	9	d1718bfc4b378a0354ee1b0e17ece40958ebc6387474d5dcf8952507f0c6b89c	final_complete_attempt
sub-147	ultimatum	post	2	1	stimuli/psychopy/logs/147/sub147_Bargaining-Ratings-2.csv	sub-147/beh/sub-147_task-ultimatum_acq-post_beh.tsv	12	7016344eafb404193c039fb3d395a282b5898c038fddde1a6bb907259251c22d	final_complete_attempt
sub-147	ultimatum	pre	1	1	stimuli/psychopy/logs/147/sub147_Bargaining-Ratings-1.csv	sub-147/beh/sub-147_task-ultimatum_acq-pre_beh.tsv	6	321e43d15c57e82dfb0fa1c84a96ddc58f4ec4eaf5b9aec8eb5f7b618eb7c53f	final_complete_attempt
sub-149	sharedreward	post	2	1	stimuli/psychopy/logs/149/sub149_SR-Ratings-2.csv	sub-149/beh/sub-149_task-sharedreward_acq-post_beh.tsv	6	8df787d6d6da68ba602d1c8baf1cb185277f3bcd3107d8dbcc424a5a7b2921e4	final_complete_attempt
sub-149	trust	post	2	1	stimuli/psychopy/logs/149/sub149_Investment-Ratings-2.csv	sub-149/beh/sub-149_task-trust_acq-post_beh.tsv	9	96c31c11e29d1495df8e38de1641776e4ef4113d883f93cae2512219d3415cbf	final_complete_attempt
sub-149	trust	pre	1	1	stimuli/psychopy/logs/149/sub149_Investment-Ratings-1.csv	sub-149/beh/sub-149_task-trust_acq-pre_beh.tsv	9	130c3d250c51646f337fe567ae5c57ac756fb6189dd0e2c921d00976c3246f34	final_complete_attempt
sub-149	ultimatum	post	2	1	stimuli/psychopy/logs/149/sub149_Bargaining-Ratings-2.csv	sub-149/beh/sub-149_task-ultimatum_acq-post_beh.tsv	12	126188dfb19a8bc340cab8a8494524ba9e7bae8a7d8aee624fa54fb2192675f9	final_complete_attempt
sub-149	ultimatum	pre	1	1	stimuli/psychopy/logs/149/sub149_Bargaining-Ratings-1.csv	sub-149/beh/sub-149_task-ultimatum_acq-pre_beh.tsv	6	4c6c8e8fb5673420889ef166ce695063e6869c55a54fb74da2d678974392a70a	final_complete_attempt
sub-150	sharedreward	post	2	1	stimuli/psychopy/logs/150/sub150_SR-Ratings-2.csv	sub-150/beh/sub-150_task-sharedreward_acq-post_beh.tsv	6	f23d76a1cf92cc43be295182e49c0e465eac0a48246e2a12b4d0ca618d90e582	final_complete_attempt
sub-150	trust	post	2	1	stimuli/psychopy/logs/150/sub150_Investment-Ratings-2.csv	sub-150/beh/sub-150_task-trust_acq-post_beh.tsv	9	7a85644c510b0c1c3991cd85e7c38c483e96b43b7aee957e5003eca6b0584c2f	final_complete_attempt
sub-150	trust	pre	1	1	stimuli/psychopy/logs/150/sub150_Investment-Ratings-1.csv	sub-150/beh/sub-150_task-trust_acq-pre_beh.tsv	9	d420c8cd2f54c5a3e3b4e85b9c170313675b48aa8de800534b82663c2d33664f	final_complete_attempt
sub-150	ultimatum	post	2	1	stimuli/psychopy/logs/150/sub150_Bargaining-Ratings-2.csv	sub-150/beh/sub-150_task-ultimatum_acq-post_beh.tsv	12	64a3b8a0629d531fb7c7da96671cced130b54ef9508cc77bbdb54aa65f5ae8e8	final_complete_attempt
sub-150	ultimatum	pre	1	1	stimuli/psychopy/logs/150/sub150_Bargaining-Ratings-1.csv	sub-150/beh/sub-150_task-ultimatum_acq-pre_beh.tsv	6	94a7727bcd6e77b72ea648203241c369ce329b18d974626910bf9e875d2c415f	final_complete_attempt
sub-151	sharedreward	post	2	1	stimuli/psychopy/logs/151/sub151_SR-Ratings-2.csv	sub-151/beh/sub-151_task-sharedreward_acq-post_beh.tsv	6	5e9c607e58c662067005625a0664a6455e053c7d8a04e5951064d9b22427f308	final_complete_attempt
sub-151	trust	post	2	1	stimuli/psychopy/logs/151/sub151_Investment-Ratings-2.csv	sub-151/beh/sub-151_task-trust_acq-post_beh.tsv	9	52f107ab43fbc7d0b6f306f4d413092f34a51f55ef14c532cd939da9014a6de1	final_complete_attempt
sub-151	trust	pre	1	1	stimuli/psychopy/logs/151/sub151_Investment-Ratings-1.csv	sub-151/beh/sub-151_task-trust_acq-pre_beh.tsv	9	7a6e5a4dccb0f67b0213d37fe43bca168c613ee04304047a480450051d74fa3f	final_complete_attempt
sub-151	ultimatum	post	2	1	stimuli/psychopy/logs/151/sub151_Bargaining-Ratings-2.csv	sub-151/beh/sub-151_task-ultimatum_acq-post_beh.tsv	12	71ebcb2f417a1fd47e683b86de569f7aa4808312b67e7b92e318631515b30d33	final_complete_attempt
sub-151	ultimatum	pre	1	1	stimuli/psychopy/logs/151/sub151_Bargaining-Ratings-1.csv	sub-151/beh/sub-151_task-ultimatum_acq-pre_beh.tsv	6	321e43d15c57e82dfb0fa1c84a96ddc58f4ec4eaf5b9aec8eb5f7b618eb7c53f	final_complete_attempt
sub-152	sharedreward	post	2	1	stimuli/psychopy/logs/152/sub152_SR-Ratings-2.csv	sub-152/beh/sub-152_task-sharedreward_acq-post_beh.tsv	6	99d79bbd77a35d908dc9cc9c58e28ed225a8ed30f0658199b6cfb1defedede57	final_complete_attempt
sub-152	trust	post	2	1	stimuli/psychopy/logs/152/sub152_Investment-Ratings-2.csv	sub-152/beh/sub-152_task-trust_acq-post_beh.tsv	9	add7053f5cc93bd7ea37cf3891b230c23253a474bd26612b232de5adb3682199	final_complete_attempt
sub-152	trust	pre	1	1	stimuli/psychopy/logs/152/sub152_Investment-Ratings-1.csv	sub-152/beh/sub-152_task-trust_acq-pre_beh.tsv	9	2da1fd6cb32279fff428dab5483ca1526e017233343188d7d84276d5df83b9c9	final_complete_attempt
sub-152	ultimatum	post	2	1	stimuli/psychopy/logs/152/sub152_Bargaining-Ratings-2.csv	sub-152/beh/sub-152_task-ultimatum_acq-post_beh.tsv	12	19c88dc560e1e2ed9fcb8063ddbec0895a527d9d2a4bbbbeb143b96eb90dde2b	final_complete_attempt
sub-152	ultimatum	pre	1	1	stimuli/psychopy/logs/152/sub152_Bargaining-Ratings-1.csv	sub-152/beh/sub-152_task-ultimatum_acq-pre_beh.tsv	6	0143af2c70333e9f381ec5130d39945c819b2a2bf45c2f4a52972744e12c5a16	final_complete_attempt
sub-153	sharedreward	post	2	1	stimuli/psychopy/logs/153/sub153_SR-Ratings-2.csv	sub-153/beh/sub-153_task-sharedreward_acq-post_beh.tsv	6	08118f78089659875fd836383f8520b2790cad3436ed11fde0793da6a2d4902f	final_complete_attempt
sub-153	trust	post	2	1	stimuli/psychopy/logs/153/sub153_Investment-Ratings-2.csv	sub-153/beh/sub-153_task-trust_acq-post_beh.tsv	9	7d844ed945c0f87c276b79de501c6a2d1601cf91cfd05cdd29d963a61d664fa9	final_complete_attempt
sub-153	trust	pre	1	1	stimuli/psychopy/logs/153/sub153_Investment-Ratings-1.csv	sub-153/beh/sub-153_task-trust_acq-pre_beh.tsv	9	2f5584711f1d2f61b86bd15dc1b9fc0f43371806a574b35df270888995c90c46	final_complete_attempt
sub-153	ultimatum	post	2	1	stimuli/psychopy/logs/153/sub153_Bargaining-Ratings-2.csv	sub-153/beh/sub-153_task-ultimatum_acq-post_beh.tsv	12	842a396c9b97b902d26f2fc7de5ca5c1986e05612804964344cc13da2b9510b1	final_complete_attempt
sub-153	ultimatum	pre	1	1	stimuli/psychopy/logs/153/sub153_Bargaining-Ratings-1.csv	sub-153/beh/sub-153_task-ultimatum_acq-pre_beh.tsv	6	08098d6136d0c0c7aaf70f777415aa59e2512a3561cf9106ab62611fbb41e599	final_complete_attempt
sub-154	sharedreward	post	2	1	stimuli/psychopy/logs/154/sub154_SR-Ratings-2.csv	sub-154/beh/sub-154_task-sharedreward_acq-post_beh.tsv	6	3ac8b72c9c0bf986d89a9c339a1055f5401bf3b0a56f5f2145725b134a10dfb8	final_complete_attempt
sub-154	trust	post	2	1	stimuli/psychopy/logs/154/sub154_Investment-Ratings-2.csv	sub-154/beh/sub-154_task-trust_acq-post_beh.tsv	9	48c8a4d9b5c9acf27316d565767bd804cb9e74eecf5b61b6be24815ec3e78839	final_complete_attempt
sub-154	trust	pre	1	1	stimuli/psychopy/logs/154/sub154_Investment-Ratings-1.csv	sub-154/beh/sub-154_task-trust_acq-pre_beh.tsv	9	71d175ffdfdd85dedfc3abddb882bedfd61d5b254a0625cdaab91a46503965d5	final_complete_attempt
sub-154	ultimatum	post	2	1	stimuli/psychopy/logs/154/sub154_Bargaining-Ratings-2.csv	sub-154/beh/sub-154_task-ultimatum_acq-post_beh.tsv	12	c01a68b46306bb55abf9551b5232aecbe34e1895aff16da7beb798851f83053b	final_complete_attempt
sub-154	ultimatum	pre	1	1	stimuli/psychopy/logs/154/sub154_Bargaining-Ratings-1.csv	sub-154/beh/sub-154_task-ultimatum_acq-pre_beh.tsv	6	ab9556ad991428cdb752018eb008b477ba2b04bc469690251c1a9d5dd3e8cda5	final_complete_attempt
sub-155	sharedreward	post	2	1	stimuli/psychopy/logs/155/sub155_SR-Ratings-2.csv	sub-155/beh/sub-155_task-sharedreward_acq-post_beh.tsv	6	af0f6153397022ddbace1eb65a616fc2a28a5d2da1b87a70aaf1e7ee60ef454e	final_complete_attempt
sub-155	trust	post	2	1	stimuli/psychopy/logs/155/sub155_Investment-Ratings-2.csv	sub-155/beh/sub-155_task-trust_acq-post_beh.tsv	9	5f312b5f462e663213badf38032e540c539303e5806eecb46fa5a09a8f63a022	final_complete_attempt
sub-155	trust	pre	1	1	stimuli/psychopy/logs/155/sub155_Investment-Ratings-1.csv	sub-155/beh/sub-155_task-trust_acq-pre_beh.tsv	9	2d8a1b34a996d5d93e01b5b4c09ebf2a1ee638804cf34aff0facdda8711fa4a8	final_complete_attempt
sub-155	ultimatum	post	2	1	stimuli/psychopy/logs/155/sub155_Bargaining-Ratings-2.csv	sub-155/beh/sub-155_task-ultimatum_acq-post_beh.tsv	12	596f6d8a809d69dc4042d55914472edb8fea6718325a329457c35549cd530c16	final_complete_attempt
sub-155	ultimatum	pre	1	1	stimuli/psychopy/logs/155/sub155_Bargaining-Ratings-1.csv	sub-155/beh/sub-155_task-ultimatum_acq-pre_beh.tsv	6	cebbb4952bec0e67e896adb2955ae61087098b9ba89b9558b355eb28528dc9a8	final_complete_attempt
sub-156	sharedreward	post	2	1	stimuli/psychopy/logs/156/sub156_SR-Ratings-2.csv	sub-156/beh/sub-156_task-sharedreward_acq-post_beh.tsv	6	385974e3f28447de35fe885965c9819f7d6b59c88483eb8687f3ea98597e3001	final_complete_attempt
sub-156	trust	post	2	1	stimuli/psychopy/logs/156/sub156_Investment-Ratings-2.csv	sub-156/beh/sub-156_task-trust_acq-post_beh.tsv	9	69dbe0c5934180c1c784395eb0121ccb5becf93947359244c5b4813fde4d8d8e	final_complete_attempt
sub-156	trust	pre	1	1	stimuli/psychopy/logs/156/sub156_Investment-Ratings-1.csv	sub-156/beh/sub-156_task-trust_acq-pre_beh.tsv	9	a81a204028e22eb88666f94d3acd4bb5b8bf747ab4a92d015f2cf9500ccbaf4e	final_complete_attempt
sub-156	ultimatum	post	2	1	stimuli/psychopy/logs/156/sub156_Bargaining-Ratings-2.csv	sub-156/beh/sub-156_task-ultimatum_acq-post_beh.tsv	12	71ebcb2f417a1fd47e683b86de569f7aa4808312b67e7b92e318631515b30d33	final_complete_attempt
