participant_id	task	timepoint	source_session	source_block	source_file	destination	n_rows	sha256	selection_rule
sub-112	sharedreward	post	2	1	stimuli/psychopy/logs/112/sub112_SR-Ratings-2.csv	sub-112/beh/sub-112_task-sharedreward_acq-post_beh.tsv	6	bc7f00fe0f2a119c9d8887cc438e03f4b5d2f33ad157759d400b9c5574eb6bca	final_complete_attempt
sub-112	trust	post	2	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-2.csv	sub-112/beh/sub-112_task-trust_acq-post_beh.tsv	9	74cb43174fc918e86ce5df043da24c248339ce47a58640dc3a74c5adc726f2c8	final_complete_attempt
sub-112	trust	pre	1	1	stimuli/psychopy/logs/112/sub112_Investment-Ratings-1.csv	sub-112/beh/sub-112_task-trust_acq-pre_beh.tsv	9	af20de94f61776f5184559eac76591d034fde7acdd77a6a6b41f2a108c4cb62b	final_complete_attempt
sub-112	ultimatum	post	2	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-2.csv	sub-112/beh/sub-112_task-ultimatum_acq-post_beh.tsv	12	2d20daa050867e40bcee524d277135b736dbc3b9518f065a3fb1ff43018ea39b	final_complete_attempt
sub-112	ultimatum	pre	1	1	stimuli/psychopy/logs/112/sub112_Bargaining-Ratings-1.csv	sub-112/beh/sub-112_task-ultimatum_acq-pre_beh.tsv	6	f1467f061ba88855e6d82de56be469fc00d74a0c46a7d5f663f836b92c400cb5	final_complete_attempt
sub-113	sharedreward	post	2	1	stimuli/psychopy/logs/113/sub113_SR-Ratings-2.csv	sub-113/beh/sub-113_task-sharedreward_acq-post_beh.tsv	6	150dca18524829462f3bf4bc64744e8cb3a40a939c15c0e0cddfb821ee49bf67	final_complete_attempt
sub-113	trust	post	2	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-2.csv	sub-113/beh/sub-113_task-trust_acq-post_beh.tsv	9	d4803f6c5091d66a07f5388ed8da1179988775754e4e37e08f9ab075333c3bc3	final_complete_attempt
sub-113	trust	pre	1	1	stimuli/psychopy/logs/113/sub113_Investment-Ratings-1.csv	sub-113/beh/sub-113_task-trust_acq-pre_beh.tsv	9	e52565b8516ef1e35a4c6ebd50ff620ead68bb73912c73542a64bff0ab55f84a	final_complete_attempt
sub-113	ultimatum	post	2	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-2.csv	sub-113/beh/sub-113_task-ultimatum_acq-post_beh.tsv	12	c6a3838a84247fe225cce6a9391155195c50f1e0b97a66be2852199a13243bb2	final_complete_attempt
sub-113	ultimatum	pre	1	1	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-1.csv	sub-113/beh/sub-113_task-ultimatum_acq-pre_beh.tsv	6	321e43d15c57e82dfb0fa1c84a96ddc58f4ec4eaf5b9aec8eb5f7b618eb7c53f	final_complete_attempt
sub-115	sharedreward	post	2	1	stimuli/psychopy/logs/115/sub115_SR-Ratings-2.csv	sub-115/beh/sub-115_task-sharedreward_acq-post_beh.tsv	6	542a2353abb999e961050c1c12acb07949483ba059ee255d181fba33b30da254	final_complete_attempt
sub-115	trust	post	2	1	stimuli/psychopy/logs/115/sub115_Investment-Ratings-2.csv	sub-115/beh/sub-115_task-trust_acq-post_beh.tsv	9	cd422fcded84b67ed82f1308a2f5c62a7834cf4a04e5c185f7b1e48e69015f9c	final_complete_attempt
sub-115	trust	pre	1	1	stimuli/psychopy/logs/115/sub115_Investment-Ratings-1.csv	sub-115/beh/sub-115_task-trust_acq-pre_beh.tsv	9	f3bbdb2b4fee53023053deab877870930c93a60918df18ff202e9fdd2855a04c	final_complete_attempt
sub-115	ultimatum	post	2	1	stimuli/psychopy/logs/115/sub115_Bargaining-Ratings-2.csv	sub-115/beh/sub-115_task-ultimatum_acq-post_beh.tsv	12	4d1baf9c6a266dc42777fca114f32043a46feac7110734722e41df27131f2fc3	final_complete_attempt
sub-115	ultimatum	pre	1	1	stimuli/psychopy/logs/115/sub115_Bargaining-Ratings-1.csv	sub-115/beh/sub-115_task-ultimatum_acq-pre_beh.tsv	6	b21155ce92badfa6161eeb33223e6de0d9db2b5a3e810a757e6bccc256d23e6c	final_complete_attempt
sub-116	sharedreward	post	2	1	stimuli/psychopy/logs/116/sub116_SR-Ratings-2.csv	sub-116/beh/sub-116_task-sharedreward_acq-post_beh.tsv	6	ed7d592d8a57f9079833040b52d9ac534726fcd65094d24da30d0a379fae0bba	final_complete_attempt
sub-116	trust	post	2	1	stimuli/psychopy/logs/116/sub116_Investment-Ratings-2.csv	sub-116/beh/sub-116_task-trust_acq-post_beh.tsv	9	752e93ac4f6de51caacc9ea27d4a09b8e910f0a6320c33408cea7f0ef7e3cd84	final_complete_attempt
sub-116	trust	pre	1	1	stimuli/psychopy/logs/116/sub116_Investment-Ratings-1.csv	sub-116/beh/sub-116_task-trust_acq-pre_beh.tsv	9	5936e49b4895ce5fdfdc38145cc34fc7a5950f4872413bb032bf556a0352c8d7	final_complete_attempt
sub-116	ultimatum	post	2	1	stimuli/psychopy/logs/116/sub116_Bargaining-Ratings-2.csv	sub-116/beh/sub-116_task-ultimatum_acq-post_beh.tsv	12	3accaf9b9248ecad62e0dedfbb713966249132f84a6d9da49518a23f73a0fe2d	final_complete_attempt
sub-116	ultimatum	pre	1	1	stimuli/psychopy/logs/116/sub116_Bargaining-Ratings-1.csv	sub-116/beh/sub-116_task-ultimatum_acq-pre_beh.tsv	6	36d65bfc32ac2f1c85718c53fb3859367ca264e9da4591491d24a02c71873592	final_complete_attempt
sub-117	sharedreward	post	2	1	stimuli/psychopy/logs/117/sub117_SR-Ratings-2.csv	sub-117/beh/sub-117_task-sharedreward_acq-post_beh.tsv	6	460f2a79cd1f6dc3f728411d6513ab1676383668d935145633f5f5fe9c5ef92b	final_complete_attempt
sub-117	trust	post	2	1	stimuli/psychopy/logs/117/sub117_Investment-Ratings-2.csv	sub-117/beh/sub-117_task-trust_acq-post_beh.tsv	9	87f5358b4f632161bbeb0a1addec48e0a0da800fda0d8c558086be4143fcf337	final_complete_attempt
sub-117	trust	pre	1	1	stimuli/psychopy/logs/117/sub117_Investment-Ratings-1.csv	sub-117/beh/sub-117_task-trust_acq-pre_beh.tsv	9	7aae6c049426bbb0e47426c8dc91364479f4271ed2d362a5f67d76f5b9b98cc9	final_complete_attempt
sub-117	ultimatum	post	2	1	stimuli/psychopy/logs/117/sub117_Bargaining-Ratings-2.csv	sub-117/beh/sub-117_task-ultimatum_acq-post_beh.tsv	12	2665a6829e2378c90151b1a19dbbf175c768176f303e4d424bdacf54a55409df	final_complete_attempt
sub-117	ultimatum	pre	1	1	stimuli/psychopy/logs/117/sub117_Bargaining-Ratings-1.csv	sub-117/beh/sub-117_task-ultimatum_acq-pre_beh.tsv	6	321e43d15c57e82dfb0fa1c84a96ddc58f4ec4eaf5b9aec8eb5f7b618eb7c53f	final_complete_attempt
sub-118	sharedreward	post	2	1	stimuli/psychopy/logs/118/sub118_SR-Ratings-2.csv	sub-118/beh/sub-118_task-sharedreward_acq-post_beh.tsv	6	9976607d4e974c9b7b537856c2b187f172727d75f543fa2bb00cdf2e98b38c86	final_complete_attempt
sub-118	trust	post	2	1	stimuli/psychopy/logs/118/sub118_Investment-Ratings-2.csv	sub-118/beh/sub-118_task-trust_acq-post_beh.tsv	9	d6c76be16b024eab8043080f4bd8126987197eb10f9e44b61017878466f9b1dd	final_complete_attempt
sub-118	trust	pre	1	1	stimuli/psychopy/logs/118/sub118_Investment-Ratings-1.csv	sub-118/beh/sub-118_task-trust_acq-pre_beh.tsv	9	1b22da55d23e25b313ec6deab83c6f09aa260053c3ff7d06ba8ffc0fbb0e7c76	final_complete_attempt
sub-118	ultimatum	pre	1	1	stimuli/psychopy/logs/118/sub118_Bargaining-Ratings-1.csv	sub-118/beh/sub-118_task-ultimatum_acq-pre_beh.tsv	6	36fee0426ed319ad5d3c44876fb710ed5fb0673f73fcc63bcd0258dc1b6a65a2	final_complete_attempt
sub-120	sharedreward	post	2	1	stimuli/psychopy/logs/120/sub120_SR-Ratings-2.csv	sub-120/beh/sub-120_task-sharedreward_acq-post_beh.tsv	6	37ffa88750b589d4cf06d248cd6def59de5f32dcf9ef7324768f6e8ad21f992d	final_complete_attempt
sub-120	trust	post	2	1	stimuli/psychopy/logs/120/sub120_Investment-Ratings-2.csv	sub-120/beh/sub-120_task-trust_acq-post_beh.tsv	9	fe4220658cd78d3fbc383a34ff4a1c195f186f5ff7d8c44d0b99f7416df07814	final_complete_attempt
sub-120	trust	pre	1	1	stimuli/psychopy/logs/120/sub120_Investment-Ratings-1.csv	sub-120/beh/sub-120_task-trust_acq-pre_beh.tsv	9	ab2de438916568da8b646b900c2dd23e87fdee3e1d199e90008634fde1d47bae	final_complete_attempt
sub-120	ultimatum	post	2	1	stimuli/psychopy/logs/120/sub120_Bargaining-Ratings-2.csv	sub-120/beh/sub-120_task-ultimatum_acq-post_beh.tsv	12	b2ed34bf8ce7b241390730979864aaa62bf6de71942ad9c90df489752e256aa3	final_complete_attempt
sub-120	ultimatum	pre	1	1	stimuli/psychopy/logs/120/sub120_Bargaining-Ratings-1.csv	sub-120/beh/sub-120_task-ultimatum_acq-pre_beh.tsv	6	2b580c429995aa2be11ec9d02e54445eee848a713c8a81978b3ed8678e68a1f7	final_complete_attempt
sub-121	sharedreward	post	2	1	stimuli/psychopy/logs/121/sub121_SR-Ratings-2.csv	sub-121/beh/sub-121_task-sharedreward_acq-post_beh.tsv	6	05b33f5c4c2ba2ccfcfb7ec559ed47308340ff6227006e499b10d4a74e8db567	final_complete_attempt
sub-121	trust	post	2	1	stimuli/psychopy/logs/121/sub121_Investment-Ratings-2.csv	sub-121/beh/sub-121_task-trust_acq-post_beh.tsv	9	9a0ee95fe990a3fb98285919f1adf57935890a56c3e93f72e8793b718352a27e	final_complete_attempt
sub-121	trust	pre	1	1	stimuli/psychopy/logs/121/sub121_Investment-Ratings-1.csv	sub-121/beh/sub-121_task-trust_acq-pre_beh.tsv	9	f21e06964fce89761877480c35428ff75394df1e7d38846467cdf0d403e9a407	final_complete_attempt
sub-121	ultimatum	post	2	1	stimuli/psychopy/logs/121/sub121_Bargaining-Ratings-2.csv	sub-121/beh/sub-121_task-ultimatum_acq-post_beh.tsv	12	4e90857dd8587dcb08cc32805f02df11de5dceca3508df5a02c2c4c460be1e88	final_complete_attempt
sub-121	ultimatum	pre	1	1	stimuli/psychopy/logs/121/sub121_Bargaining-Ratings-1.csv	sub-121/beh/sub-121_task-ultimatum_acq-pre_beh.tsv	6	e9786834064881bccf68dc69321c57a40e6faa46035a25786ae2227ee9a391bc	final_complete_attempt
sub-122	sharedreward	post	2	1	stimuli/psychopy/logs/122/sub122_SR-Ratings-2.csv	sub-122/beh/sub-122_task-sharedreward_acq-post_beh.tsv	6	9b74c115e932d3c83cef30d1ea0cf2de85dafdff711bcbb7e12f2d3baf8f56ec	final_complete_attempt
sub-122	trust	post	2	1	stimuli/psychopy/logs/122/sub122_Investment-Ratings-2.csv	sub-122/beh/sub-122_task-trust_acq-post_beh.tsv	9	0686b5d89576f575975d3fdae79d257fcb5b923a554da38ad18583dbb08c1c82	final_complete_attempt
sub-122	trust	pre	1	1	stimuli/psychopy/logs/122/sub122_Investment-Ratings-1.csv	sub-122/beh/sub-122_task-trust_acq-pre_beh.tsv	9	b52a863cd54e596199ad47d53ab2e081be8a7f9d337c774b17a5e1fbe01bbe58	final_complete_attempt
sub-122	ultimatum	post	2	1	stimuli/psychopy/logs/122/sub122_Bargaining-Ratings-2.csv	sub-122/beh/sub-122_task-ultimatum_acq-post_beh.tsv	12	0abca8fa870e43b30d611c6eaad2ea7cda64018e7d3aaf366d85b151754cf346	final_complete_attempt
sub-122	ultimatum	pre	1	1	stimuli/psychopy/logs/122/sub122_Bargaining-Ratings-1.csv	sub-122/beh/sub-122_task-ultimatum_acq-pre_beh.tsv	6	321e43d15c57e82dfb0fa1c84a96ddc58f4ec4eaf5b9aec8eb5f7b618eb7c53f	final_complete_attempt
sub-124	sharedreward	post	2	1	stimuli/psychopy/logs/124/sub124_SR-Ratings-2.csv	sub-124/beh/sub-124_task-sharedreward_acq-post_beh.tsv	6	cc859cf611aa120c5c03e92e6e016a0e0131737a6ccee19297c90dfe43006116	final_complete_attempt
sub-124	trust	post	2	2	stimuli/psychopy/logs/124/sub124_Investment-Ratings-2.csv	sub-124/beh/sub-124_task-trust_acq-post_beh.tsv	9	2d29775ce92f0f13e1eeb86c95789cd2905e2b079c4edf25d5143384557e9538	final_complete_attempt
sub-124	trust	pre	1	1	stimuli/psychopy/logs/124/sub124_Investment-Ratings-1.csv	sub-124/beh/sub-124_task-trust_acq-pre_beh.tsv	9	0996ab34fc14e57e9d5e7c315a88dcf7fb8df2c8da5ca8786164c8b0d9832884	final_complete_attempt
sub-124	ultimatum	post	2	1	stimuli/psychopy/logs/124/sub124_Bargaining-Ratings-2.csv	sub-124/beh/sub-124_task-ultimatum_acq-post_beh.tsv	12	5af38a188c61f31350f1f65934d55c84b80bb359b2ca4f07ef86c013ad99334b	final_complete_attempt
sub-124	ultimatum	pre	1	1	stimuli/psychopy/logs/124/sub124_Bargaining-Ratings-1.csv	sub-124/beh/sub-124_task-ultimatum_acq-pre_beh.tsv	6	6afbf7fae1d41848e6770ff4225908ff59a41c0c97b768f2d667c824cfe02f06	final_complete_attempt
sub-125	sharedreward	post	2	1	stimuli/psychopy/logs/125/sub125_SR-Ratings-2.csv	sub-125/beh/sub-125_task-sharedreward_acq-post_beh.tsv	6	acba3ce67d2a27d48a838b43072ebc3053e01f3f488f7fb8ecdb1e0de980139a	final_complete_attempt
sub-125	trust	post	2	1	stimuli/psychopy/logs/125/sub125_Investment-Ratings-2.csv	sub-125/beh/sub-125_task-trust_acq-post_beh.tsv	9	633bc9849f4481df47ca698a126b1f8ebf0cde15924ce17fcfd4cc39830607dd	final_complete_attempt
sub-125	trust	pre	1	1	stimuli/psychopy/logs/125/sub125_Investment-Ratings-1.csv	sub-125/beh/sub-125_task-trust_acq-pre_beh.tsv	9	4778218cc79d91c4de9e5c612dce65c0dfa3bca0b8c44c6e5413d03df42db79b	final_complete_attempt
sub-125	ultimatum	post	2	1	stimuli/psychopy/logs/125/sub125_Bargaining-Ratings-2.csv	sub-125/beh/sub-125_task-ultimatum_acq-post_beh.tsv	12	c299638957070f878f6711ddc0904fd7899a60b72ef8a6e49840bf92c751b8c9	final_complete_attempt
sub-125	ultimatum	pre	1	1	stimuli/psychopy/logs/125/sub125_Bargaining-Ratings-1.csv	sub-125/beh/sub-125_task-ultimatum_acq-pre_beh.tsv	6	3ebe13dfececc96b1801f81afc6ccff5aaad72bf6a55a46085619ce0ad8abea5	final_complete_attempt
sub-126	sharedreward	post	2	1	stimuli/psychopy/logs/126/sub126_SR-Ratings-2.csv	sub-126/beh/sub-126_task-sharedreward_acq-post_beh.tsv	6	1412b610975336cbb270380e138e3e3588c7c18777c5e77a1d2be547e3d6c9d9	final_complete_attempt
sub-126	trust	post	2	1	stimuli/psychopy/logs/126/sub126_Investment-Ratings-2.csv	sub-126/beh/sub-126_task-trust_acq-post_beh.tsv	9	5f48dbb66a390ed8b328cc49d91b77d9ba68e7eb896720017e865bae52ab8640	final_complete_attempt
sub-126	trust	pre	1	1	stimuli/psychopy/logs/126/sub126_Investment-Ratings-1.csv	sub-126/beh/sub-126_task-trust_acq-pre_beh.tsv	9	6eb78c0743eb45ad31d7f8469a1a03a13ae095079b95e033c92c1f91acd9a21f	final_complete_attempt
sub-126	ultimatum	post	2	1	stimuli/psychopy/logs/126/sub126_Bargaining-Ratings-2.csv	sub-126/beh/sub-126_task-ultimatum_acq-post_beh.tsv	12	520f4572f32578d3bd922db0fb08e6f9ddcfcb4970b2ee89b396351317490d2d	final_complete_attempt
sub-126	ultimatum	pre	1	1	stimuli/psychopy/logs/126/sub126_Bargaining-Ratings-1.csv	sub-126/beh/sub-126_task-ultimatum_acq-pre_beh.tsv	6	de6b20bd22c4c5c65adc9302bcad141d833f688702a5517d62ed1d8f98a24a87	final_complete_attempt
sub-127	sharedreward	post	2	1	stimuli/psychopy/logs/127/sub127_SR-Ratings-2.csv	sub-127/beh/sub-127_task-sharedreward_acq-post_beh.tsv	6	cbb5356f4f98f606261b9803dd79ab10e7ef84e252b902e8b614e14cc5c8b179	final_complete_attempt
sub-127	trust	post	2	1	stimuli/psychopy/logs/127/sub127_Investment-Ratings-2.csv	sub-127/beh/sub-127_task-trust_acq-post_beh.tsv	9	617437368482941eb2090630142045abdfef80c95dab9b6cd8a706e6bb6cef3b	final_complete_attempt
sub-127	trust	pre	1	1	stimuli/psychopy/logs/127/sub127_Investment-Ratings-1.csv	sub-127/beh/sub-127_task-trust_acq-pre_beh.tsv	9	29069fc9b10b4097f1c1649e2f78b5fdc44eadac78b5563ac1e00e5942cd3511	final_complete_attempt
sub-127	ultimatum	post	2	1	stimuli/psychopy/logs/127/sub127_Bargaining-Ratings-2.csv	sub-127/beh/sub-127_task-ultimatum_acq-post_beh.tsv	12	c49b36838a3434bc90b2475d108b39676c7bf009ef9483a483adf7f219f6f1a3	final_complete_attempt
sub-127	ultimatum	pre	1	1	stimuli/psychopy/logs/127/sub127_Bargaining-Ratings-1.csv	sub-127/beh/sub-127_task-ultimatum_acq-pre_beh.tsv	6	7763c1142d929b4732009ef9163831c02e8f2fab42f25d5b903e58fe8448703f	final_complete_attempt
sub-128	sharedreward	post	2	1	stimuli/psychopy/logs/128/sub128_SR-Ratings-2.csv	sub-128/beh/sub-128_task-sharedreward_acq-post_beh.tsv	6	2f58fcf1f7462a6414ec6bff414f823eb3a5c58cef03dd463c8004c141d3528b	final_complete_attempt
sub-128	trust	post	2	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-2.csv	sub-128/beh/sub-128_task-trust_acq-post_beh.tsv	9	2ed3a41b2c2254bc3bd57108d5457f82cc728a463963fe4fe1cf05d950246789	final_complete_attempt
sub-128	trust	pre	1	1	stimuli/psychopy/logs/128/sub128_Investment-Ratings-1.csv	sub-128/beh/sub-128_task-trust_acq-pre_beh.tsv	9	b13a11e1df6ac74b9c236255c76ff34b313da4dc5ade9b327065bf1ee27ac7d2	final_complete_attempt
sub-128	ultimatum	post	2	1	stimuli/psychopy/logs/128/sub128_Bargaining-Ratings-2.csv	sub-128/beh/sub-128_task-ultimatum_acq-post_beh.tsv	12	cbd6a91787f4be7cbdbccaf6d6ffa8162f26743d923ef749453392d3fc25bd90	final_complete_attempt
sub-128	ultimatum	pre	1	1	stimuli/psychopy/logs/128/sub128_Bargaining-Ratings-1.csv	sub-128/beh/sub-128_task-ultimatum_acq-pre_beh.tsv	6	df811c7a54af0106ad4d3274a686dae9f546facd93769f4e67f8ed625923fe10	final_complete_attempt
sub-129	sharedreward	post	2	1	stimuli/psychopy/logs/129/sub129_SR-Ratings-2.csv	sub-129/beh/sub-129_task-sharedreward_acq-post_beh.tsv	6	b4fc3848053fbc610aa709966d91ba116f0c70d961c8af72b33480ad76bb7b9a	final_complete_attempt
sub-129	trust	post	2	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-2.csv	sub-129/beh/sub-129_task-trust_acq-post_beh.tsv	9	57f878f91f090b09e427c25e4534e6f0ff2643f16fa14c8751506375a3882894	final_complete_attempt
sub-129	trust	pre	1	1	stimuli/psychopy/logs/129/sub129_Investment-Ratings-1.csv	sub-129/beh/sub-129_task-trust_acq-pre_beh.tsv	9	ecd4fa6f67114b99d31ac431509b6e8b62ae91ed57b797aed21f953cc3af14fc	final_complete_attempt
sub-129	ultimatum	post	2	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-2.csv	sub-129/beh/sub-129_task-ultimatum_acq-post_beh.tsv	12	71ebcb2f417a1fd47e683b86de569f7aa4808312b67e7b92e318631515b30d33	final_complete_attempt
sub-129	ultimatum	pre	1	1	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-1.csv	sub-129/beh/sub-129_task-ultimatum_acq-pre_beh.tsv	6	70f2cb98707ef20084e0b3d53bc61a5124349e152f7c7685ee088180d84a38a3	final_complete_attempt
sub-130	trust	post	2	1	stimuli/psychopy/logs/130/sub130_Investment-Ratings-2.csv	sub-130/beh/sub-130_task-trust_acq-post_beh.tsv	9	743d8fabb8cb1c6ee48e219029bc51816767a334cf650f6e84c5fa247f5cd262	final_complete_attempt
sub-130	trust	pre	1	2	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	sub-130/beh/sub-130_task-trust_acq-pre_beh.tsv	9	d501e402af645418668c9c8a185e1509d1e39a60578be724f7c670c150141384	final_complete_attempt
sub-130	ultimatum	post	2	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-2.csv	sub-130/beh/sub-130_task-ultimatum_acq-post_beh.tsv	12	eb8326d957a829694f699bba0fbd9f179524b878b99b513591ce1fa7ae507816	final_complete_attempt
sub-130	ultimatum	pre	1	1	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-1.csv	sub-130/beh/sub-130_task-ultimatum_acq-pre_beh.tsv	6	b21155ce92badfa6161eeb33223e6de0d9db2b5a3e810a757e6bccc256d23e6c	final_complete_attempt
sub-131	trust	post	2	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-2.csv	sub-131/beh/sub-131_task-trust_acq-post_beh.tsv	9	f8ff3dd85d4b52cd0b5bef76b3d46f198ab971305181845eafc85673afecc7e1	final_complete_attempt
sub-131	trust	pre	1	1	stimuli/psychopy/logs/131/sub131_Investment-Ratings-1.csv	sub-131/beh/sub-131_task-trust_acq-pre_beh.tsv	9	262d11fc1e9e86f1940e0c4f634ec27ee615398319f5ef2bc2e45b410b130b4b	final_complete_attempt
