participant_id	included_in_participants	source_file	source_family	source_session	task	timepoint	file_sha256	file_bytes	n_blocks	block_row_counts	exact_content_group_size	exact_content_matches	status	problems
sub-128	true	stimuli/psychopy/logs/128/sub128_SR-Ratings-2.csv	SR	2	sharedreward	post	f57bfb2916d9037fda60b219b3dc864d29f67bb558bb7940137cc209c0844a42	151	1	6	1	n/a	complete	n/a
sub-129	true	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	59baaa98aba2be92e461f98b9cff48f33904b5b6d1a3bb88e0c90078cfdeacae	151	1	6	1	n/a	complete	n/a
sub-129	true	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	b671d888e084719a9d7d7c9960dc1cd2cb588dc4c862206776e25b89181012d8	264	1	12	8	stimuli/psychopy/logs/151/sub151_Bargaining-Ratings-2.csv;stimuli/psychopy/logs/156/sub156_Bargaining-Ratings-2.csv;stimuli/psychopy/logs/211/sub211_Bargaining-Ratings-2.csv;stimuli/psychopy/logs/232/sub232_Bargaining-Ratings-2.csv;stimuli/psychopy/logs/236/sub236_Bargaining-Ratings-2.csv;stimuli/psychopy/logs/237/sub237_Bargaining-Ratings-2.csv;stimuli/psychopy/logs/254/sub254_Bargaining-Ratings-2.csv	complete	n/a
sub-129	true	stimuli/psychopy/logs/129/sub129_Investment-Ratings-1.csv	Investment	1	trust	pre	909e8e7b6b4a4df095fc3d28b662b1f4774b5a8fceff9706056e117addbf78be	208	1	9	1	n/a	complete	n/a
sub-129	true	stimuli/psychopy/logs/129/sub129_Investment-Ratings-2.csv	Investment	2	trust	post	6cbb65d49365ea5baba20322bded72cd8f1f543d9fbedacb14a44095551bf713	207	1	9	1	n/a	complete	n/a
sub-129	true	stimuli/psychopy/logs/129/sub129_SR-Ratings-2.csv	SR	2	sharedreward	post	bb67581ba6c0cbc04f9e3b432c43efb563fbaa529d825c477ee70737a0151455	151	1	6	1	n/a	complete	n/a
sub-130	true	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	3858a17930c8acab0b169175d94aff1065bee5d37e855b09b7b7d4de053a1968	157	1	6	2	stimuli/psychopy/logs/115/sub115_Bargaining-Ratings-1.csv	complete	n/a
sub-130	true	stimuli/psychopy/logs/130/sub130_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	fe8369d9f66e9652199482fdaf60a4fd577fe82d8d4bebe561ac04f912fa7e8d	271	1	12	1	n/a	complete	n/a
sub-130	true	stimuli/psychopy/logs/130/sub130_Investment-Ratings-1.csv	Investment	1	trust	pre	3be15feba65a8021594a1483f7bd3de12f8eacc3594e49c61178858f80f737d1	416	2	9;9	1	n/a	review	multiple_acquisition_blocks:2
sub-130	true	stimuli/psychopy/logs/130/sub130_Investment-Ratings-2.csv	Investment	2	trust	post	f58f2f2f73e535f53dc18a0f80f72c25553eaea05edb76178a0c2b9fc7f1a1f5	211	1	9	1	n/a	complete	n/a
sub-131	true	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	cdf2cec1d5c1b398d563af9f5f225a1c2478ce6d784f14d9468655a408fb2d69	151	1	6	1	n/a	complete	n/a
sub-131	true	stimuli/psychopy/logs/131/sub131_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	49f32c7e5907193a2fcdb6ff9b98bed78eef9c5c5561d107b72d44b2e6bb7091	264	1	12	1	n/a	complete	n/a
sub-131	true	stimuli/psychopy/logs/131/sub131_Investment-Ratings-1.csv	Investment	1	trust	pre	f6a55571282f01b723b211d97e9c5e083102957f01ca9b4d362b01ac07c27c92	205	1	9	1	n/a	complete	n/a
sub-131	true	stimuli/psychopy/logs/131/sub131_Investment-Ratings-2.csv	Investment	2	trust	post	3e8e3b6752b8782a28533737d93bfb4a12638467283a4f72f46f82e81cf6eacb	205	1	9	1	n/a	complete	n/a
sub-132	true	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	ce632ec575a71f5b064264c95cd9e10527065536775a3cf255e2f2136b769690	151	1	6	1	n/a	complete	n/a
sub-132	true	stimuli/psychopy/logs/132/sub132_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	ac0d962784ee4444b8606ed5c39e7b484e429ed2b582a31ca67cb41db4f0f80a	264	1	12	1	n/a	complete	n/a
sub-132	true	stimuli/psychopy/logs/132/sub132_Investment-Ratings-1.csv	Investment	1	trust	pre	1306cb1ea96fdc55586f04f908f2d8cdf19980991026e0762fef05c179a477b9	208	1	9	1	n/a	complete	n/a
sub-132	true	stimuli/psychopy/logs/132/sub132_Investment-Ratings-2.csv	Investment	2	trust	post	dafff95368ddbcb74345e2e7bc697da8e283d0e168eac890663d6adf7f5eb0a7	207	1	9	1	n/a	complete	n/a
sub-133	true	stimuli/psychopy/logs/133/sub133_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	b473c7983f26b8ec47f7e6dd1bf10ed5e444d0cc67786429b5d179e0aa078b0a	151	1	6	1	n/a	complete	n/a
sub-133	true	stimuli/psychopy/logs/133/sub133_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	d4a80039509ebd66a62372d0b5da1a1e090315eef9bfa90a1848943a08793fac	270	1	12	1	n/a	complete	n/a
sub-133	true	stimuli/psychopy/logs/133/sub133_Investment-Ratings-1.csv	Investment	1	trust	pre	3f359539df8edf20da3e6b1cf39919826ef21767955d2c4b29e2274ea850d69b	213	1	9	1	n/a	complete	n/a
sub-133	true	stimuli/psychopy/logs/133/sub133_Investment-Ratings-2.csv	Investment	2	trust	post	b33304b9802919e8cd2e944979760b6be5726fff8b5ed1e1798d90bc1b9f45b7	208	1	9	1	n/a	complete	n/a
sub-134	true	stimuli/psychopy/logs/134/sub134_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	80530e06ae85ec76f74895602f2caf3b1dd0736c6d27dc6330dbecf3660608b6	151	1	6	1	n/a	complete	n/a
sub-134	true	stimuli/psychopy/logs/134/sub134_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	0de5f878eafa31339a816db2080c7b2cddc58e90c63949f3eb4f57b0cb8a7498	528	2	12;12	1	n/a	review	multiple_acquisition_blocks:2
sub-134	true	stimuli/psychopy/logs/134/sub134_Investment-Ratings-1.csv	Investment	1	trust	pre	e4280e4c6ca96d9daa22dfa0d48bdef508bd317b55bd8823a5351b05ef113808	410	2	9;9	1	n/a	review	multiple_acquisition_blocks:2
sub-134	true	stimuli/psychopy/logs/134/sub134_Investment-Ratings-2.csv	Investment	2	trust	post	f674f0f4e21706daf3d9dd353fe24fa1f64a84e8efecf641f4d3b6ae9034b09b	205	1	9	1	n/a	complete	n/a
sub-135	true	stimuli/psychopy/logs/135/sub135_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	c57678aa538d44a4735262c3e821647ec989d0f37b7a40b5c19f74247bb341b9	152	1	6	1	n/a	complete	n/a
sub-135	true	stimuli/psychopy/logs/135/sub135_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	d7ac88548ee42ab70933ab699342a6e5d0725a164315618379284936af60c209	264	1	12	1	n/a	complete	n/a
sub-135	true	stimuli/psychopy/logs/135/sub135_Investment-Ratings-1.csv	Investment	1	trust	pre	b4eafafc91a39ebacc8bd1c3e8560472a29aa5759ab55779c6129bcdca5854c6	208	1	9	2	stimuli/psychopy/logs/251/sub251_Investment-Ratings-1.csv	complete	n/a
sub-135	true	stimuli/psychopy/logs/135/sub135_Investment-Ratings-2.csv	Investment	2	trust	post	d5634dbe03a009ac427fc8a58b705ea6a647aa9aa803f80828595122658e8a8d	208	1	9	2	stimuli/psychopy/logs/127/sub127_Investment-Ratings-2.csv	complete	n/a
sub-136	true	stimuli/psychopy/logs/136/sub136_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	69f81774bd5773a9ecbf13c59a132c09d985499e31bb69cf73542d16a04b9d5c	151	1	6	1	n/a	complete	n/a
sub-136	true	stimuli/psychopy/logs/136/sub136_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	8d224cb7cb957fe7963bfc3c2fda50d101102d15bf7d993d7fe051a424818050	264	1	12	1	n/a	complete	n/a
sub-136	true	stimuli/psychopy/logs/136/sub136_Investment-Ratings-1.csv	Investment	1	trust	pre	57431ef55b05630eba3c164f68286cff46a75b664fa12cb3283fc689b7db09e7	205	1	9	1	n/a	complete	n/a
sub-136	true	stimuli/psychopy/logs/136/sub136_Investment-Ratings-2.csv	Investment	2	trust	post	46ce5afcd1d66813a598fb2815b2877e17b124144ab0c9635d65de1e5a8ffef7	205	1	9	1	n/a	complete	n/a
sub-136	true	stimuli/psychopy/logs/136/sub136_SR-Ratings-2.csv	SR	2	sharedreward	post	cb39d81fd7baabef193acc5662ff01b272e5575442d69951b234c862974a852f	154	1	6	1	n/a	complete	n/a
sub-137	true	stimuli/psychopy/logs/137/sub137_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	1f28992099968dbd568638e093ff39bcd39c496c7fe76ebfe2124b872d52a72c	151	1	6	1	n/a	complete	n/a
sub-137	true	stimuli/psychopy/logs/137/sub137_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	36e9ef257574491b581bed2cba1203a1873ff3ebae4054913b22922917f88b4c	264	1	12	1	n/a	complete	n/a
sub-137	true	stimuli/psychopy/logs/137/sub137_Investment-Ratings-1.csv	Investment	1	trust	pre	5cbb0ee63972c82ef7bbcca5044f003fa8bf48af9eb422bed84f5c125d84e874	209	1	9	1	n/a	complete	n/a
sub-137	true	stimuli/psychopy/logs/137/sub137_Investment-Ratings-2.csv	Investment	2	trust	post	e34d0351f86062389000b0ba45000eb63dd9bb6d4c30d5e097c19a3c31dc5f61	208	1	9	1	n/a	complete	n/a
sub-137	true	stimuli/psychopy/logs/137/sub137_SR-Ratings-2.csv	SR	2	sharedreward	post	a5c509d7c3f79ea11c5fb1c671d30fca5bbbafec3feeb951de19e8b1f0d83eef	153	1	6	1	n/a	complete	n/a
sub-138	true	stimuli/psychopy/logs/138/sub138_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	438b715c7560432cde1028007a07893107dcaca68b43818af875db53d148fd1b	151	1	6	2	stimuli/psychopy/logs/227/sub227_Bargaining-Ratings-1.csv	complete	n/a
sub-138	true	stimuli/psychopy/logs/138/sub138_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	1c76a460d15fc312b3dccc21f409fe0f767726c64e37a51e40aaa4c90bc5f62c	268	1	12	1	n/a	complete	n/a
sub-138	true	stimuli/psychopy/logs/138/sub138_Investment-Ratings-1.csv	Investment	1	trust	pre	0c7e569a6e7ad95b2ed37600a3b50c8d1491d69e7f0870bbd18744c0b097d739	208	1	9	2	stimuli/psychopy/logs/236/sub236_Investment-Ratings-1.csv	complete	n/a
sub-138	true	stimuli/psychopy/logs/138/sub138_Investment-Ratings-2.csv	Investment	2	trust	post	ecb8e5a2334c5ef33ce736aa542089a5a13edb6bf49a445a0fb2daf91b322d87	207	1	9	1	n/a	complete	n/a
sub-138	true	stimuli/psychopy/logs/138/sub138_SR-Ratings-2.csv	SR	2	sharedreward	post	d553de7fa1d0554e0fcb12371c0a4cba366412d5312224b93cbc60f84a9d3df5	153	1	6	1	n/a	complete	n/a
sub-140	true	stimuli/psychopy/logs/140/sub140_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	16732c486370389b6418bb6c669b3bdb2506e52b198e26895d5789aec6804635	152	1	6	1	n/a	complete	n/a
sub-140	true	stimuli/psychopy/logs/140/sub140_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	4c3ae7f81a93ec79b3438cef8376a0866eb71e653993aa1c58a6d5d72349f7a3	270	1	12	1	n/a	complete	n/a
sub-140	true	stimuli/psychopy/logs/140/sub140_Investment-Ratings-1.csv	Investment	1	trust	pre	b0c9db08c062cb7cdc7509fa14b96ce4dd1469b5a460254d794f70cdb50d41c2	210	1	9	1	n/a	complete	n/a
sub-140	true	stimuli/psychopy/logs/140/sub140_Investment-Ratings-2.csv	Investment	2	trust	post	58745af3698a6d351424aa71e0df21acb614bf690a2b4df157dd06cbfdaa4888	210	1	9	1	n/a	complete	n/a
sub-140	true	stimuli/psychopy/logs/140/sub140_SR-Ratings-2.csv	SR	2	sharedreward	post	73b0d1cc23603552c023bb0b6d4eb2517104bc3cbb3b4c2f66ab6dda0020d3d2	151	1	6	1	n/a	complete	n/a
sub-141	true	stimuli/psychopy/logs/141/sub141_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	1c8c6b8a849e7b88808d647f28191f4b297affaa064f644a298a2109f58448c6	151	1	6	2	stimuli/psychopy/logs/208/sub208_Bargaining-Ratings-1.csv	complete	n/a
sub-141	true	stimuli/psychopy/logs/141/sub141_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	82c14cec920676d63745a416a7fbfaf64bfb9432807b250181cbc60c6a3e1cdc	266	1	12	1	n/a	complete	n/a
sub-141	true	stimuli/psychopy/logs/141/sub141_Investment-Ratings-1.csv	Investment	1	trust	pre	49427900b9e414022a93cbf02d8459a47a76e21bb0f72271e48f01bce7f60545	206	1	9	1	n/a	complete	n/a
sub-141	true	stimuli/psychopy/logs/141/sub141_Investment-Ratings-2.csv	Investment	2	trust	post	c83318f609a2bb6ce18baec113506687c8c8e7dc4167e111f5d5eba23a6aaad6	206	1	9	1	n/a	complete	n/a
sub-141	true	stimuli/psychopy/logs/141/sub141_SR-Ratings-2.csv	SR	2	sharedreward	post	7a000ad3ff79bf38307208442731f1555830fdb24897dcd3546051d94064933a	151	1	6	1	n/a	complete	n/a
sub-142	true	stimuli/psychopy/logs/142/sub142_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	a748e543a622f5f7b6fac6e871e597fccb2ba2e1d3f1c141f2d5cba650764c4b	151	1	6	1	n/a	complete	n/a
sub-142	true	stimuli/psychopy/logs/142/sub142_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	d2ef7204ebb4227e9cd0a47cd4410a55b5db9f502a303f068141efd38eacedb5	264	1	12	1	n/a	complete	n/a
sub-142	true	stimuli/psychopy/logs/142/sub142_Investment-Ratings-1.csv	Investment	1	trust	pre	c82ad149e9f7540962327f6e6bd666ee1d1fc909ef2446b1ea11e06169a69d46	208	1	9	1	n/a	complete	n/a
sub-142	true	stimuli/psychopy/logs/142/sub142_Investment-Ratings-2.csv	Investment	2	trust	post	5d5e5b266afe2761c72537f1ac93f9861fa5d1d9712c1741bdea08c3902bf392	206	1	9	1	n/a	complete	n/a
sub-142	true	stimuli/psychopy/logs/142/sub142_SR-Ratings-2.csv	SR	2	sharedreward	post	1cd1d213047d1a5931db920dddcf8d61ef345398769f6d2875086cf0450ddb4f	151	1	6	1	n/a	complete	n/a
sub-144	true	stimuli/psychopy/logs/144/sub144_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	bb460110c5b454b6190da10cdab0bec01c09c2bf63c9fae2a327445dda044208	305	2	6;6	1	n/a	review	multiple_acquisition_blocks:2
sub-144	true	stimuli/psychopy/logs/144/sub144_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	fd11a4a487f6bb6fc91360840678f8f00c6ce74b7c5232a1f46edd463307b828	528	2	12;12	1	n/a	review	multiple_acquisition_blocks:2
sub-144	true	stimuli/psychopy/logs/144/sub144_Investment-Ratings-1.csv	Investment	1	trust	pre	0140d9a9aa94053d0d9b38daf6f69c25299a64f9746fe3cbb907696992490d0e	411	2	9;9	1	n/a	review	multiple_acquisition_blocks:2
sub-144	true	stimuli/psychopy/logs/144/sub144_Investment-Ratings-2.csv	Investment	2	trust	post	2b6f317dc32442e6c0bb5f82db3d0b58aa1876151daa677469e6c3973e5e550a	411	2	9;9	1	n/a	review	multiple_acquisition_blocks:2
sub-144	true	stimuli/psychopy/logs/144/sub144_SR-Ratings-2.csv	SR	2	sharedreward	post	a3407594387f590685019d719eab5d04602744dbde8df11042b88b8362f2b86f	305	2	6;6	1	n/a	review	multiple_acquisition_blocks:2
sub-145	true	stimuli/psychopy/logs/145/sub145_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	518beecc9d079554571ef77b42b0db8558f4bc59aa8e631533b490318497ac0a	151	1	6	20	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/117/sub117_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/122/sub122_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/147/sub147_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/151/sub151_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/156/sub156_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/157/sub157_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/158/sub158_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/209/sub209_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/212/sub212_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/228/sub228_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/230/sub230_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/232/sub232_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/237/sub237_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/241/sub241_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/243/sub243_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/245/sub245_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/246/sub246_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/257/sub257_Bargaining-Ratings-1.csv	complete	n/a
sub-145	true	stimuli/psychopy/logs/145/sub145_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	99cfd070ec055ae7139d30a41fffed1bf39889c3e1c39a9ef7398b6e3cbe34dd	264	1	12	1	n/a	complete	n/a
sub-145	true	stimuli/psychopy/logs/145/sub145_Investment-Ratings-1.csv	Investment	1	trust	pre	33b6f424f05072edf7494b6900b536e23aaf26fdac224dddc47533ecbc9ff394	206	1	9	1	n/a	complete	n/a
sub-145	true	stimuli/psychopy/logs/145/sub145_Investment-Ratings-2.csv	Investment	2	trust	post	ec02b1ae8b8233ef51e2b92b3e2a9f3fbee699864177f5591d6608e2c766d4dc	205	1	9	1	n/a	complete	n/a
sub-145	true	stimuli/psychopy/logs/145/sub145_SR-Ratings-2.csv	SR	2	sharedreward	post	c14a16b62ecb88115d290fb4849c62d5b7e5f54d55494b2050b8c324710e6908	153	1	6	1	n/a	complete	n/a
sub-147	true	stimuli/psychopy/logs/147/sub147_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	518beecc9d079554571ef77b42b0db8558f4bc59aa8e631533b490318497ac0a	151	1	6	20	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/117/sub117_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/122/sub122_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/145/sub145_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/151/sub151_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/156/sub156_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/157/sub157_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/158/sub158_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/209/sub209_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/212/sub212_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/228/sub228_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/230/sub230_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/232/sub232_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/237/sub237_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/241/sub241_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/243/sub243_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/245/sub245_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/246/sub246_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/257/sub257_Bargaining-Ratings-1.csv	complete	n/a
sub-147	true	stimuli/psychopy/logs/147/sub147_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	45178f2e8fccae9b16c273e288a91d56448b11a7465c3bcaaa642fde2a0d3569	264	1	12	1	n/a	complete	n/a
sub-147	true	stimuli/psychopy/logs/147/sub147_Investment-Ratings-1.csv	Investment	1	trust	pre	de27982a92f2f0eb69da83d8ccf8dc27681f20a3c3b453db56101951e51d5863	208	1	9	2	stimuli/psychopy/logs/104/sub104_Investment-Ratings-1.csv	complete	n/a
sub-147	true	stimuli/psychopy/logs/147/sub147_Investment-Ratings-2.csv	Investment	2	trust	post	08a41b744c8769be8ce9ac8afa8a5652205d9f96a4b726ea94a16690d6c0c9f1	207	1	9	1	n/a	complete	n/a
sub-147	true	stimuli/psychopy/logs/147/sub147_SR-Ratings-2.csv	SR	2	sharedreward	post	004278fd0feaeb1bb3d44af27f4c1f3c037a05401d4c61719309bdbd674f32b4	153	1	6	1	n/a	complete	n/a
sub-149	true	stimuli/psychopy/logs/149/sub149_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	223f9d7dbe65a7c9fd922d39711df7084070e4c02eef6cc62d2226fbccb61fb1	151	1	6	1	n/a	complete	n/a
sub-149	true	stimuli/psychopy/logs/149/sub149_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	7e7d156820776e50a1de2bbbcecdf75283a991dd29fe00e596cb73b551e5b350	264	1	12	1	n/a	complete	n/a
sub-149	true	stimuli/psychopy/logs/149/sub149_Investment-Ratings-1.csv	Investment	1	trust	pre	a0ed3bc3f5bfd9fb6665eee7e444c20deb65fc49fb7adfe0f3f2ddd31ebe9e39	205	1	9	1	n/a	complete	n/a
sub-149	true	stimuli/psychopy/logs/149/sub149_Investment-Ratings-2.csv	Investment	2	trust	post	18513671f885fd7c37479e9a4491b548b0b24e979dafb129c903d6272606cc04	205	1	9	1	n/a	complete	n/a
sub-149	true	stimuli/psychopy/logs/149/sub149_SR-Ratings-2.csv	SR	2	sharedreward	post	295868b6118a209085ff279bab6f89e92c01459a6c9a9fb98284d9be20c5b030	151	1	6	1	n/a	complete	n/a
sub-150	true	stimuli/psychopy/logs/150/sub150_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	1c48b547d5ac096d17b6097a842c59ff59c3e9c1bf6dba411a268056dd3827ff	151	1	6	1	n/a	complete	n/a
sub-150	true	stimuli/psychopy/logs/150/sub150_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	b8fff46ca03bd9caf56864b7d80a6a28959015917f00a2a9386c20487657f7b7	264	1	12	1	n/a	complete	n/a
sub-150	true	stimuli/psychopy/logs/150/sub150_Investment-Ratings-1.csv	Investment	1	trust	pre	bd70522864197e8f0a163d23098b8331b83d10f102125c9a62fc61293b006222	205	1	9	1	n/a	complete	n/a
sub-150	true	stimuli/psychopy/logs/150/sub150_Investment-Ratings-2.csv	Investment	2	trust	post	39ae868f57758e16e33295b918e85639f427748f2e2a5e262f4e8fd8c4268546	205	1	9	1	n/a	complete	n/a
sub-150	true	stimuli/psychopy/logs/150/sub150_SR-Ratings-2.csv	SR	2	sharedreward	post	c9a564379ac850483461eb7615690931ce53b4a92aa0ce891b03c6016a9a03e4	152	1	6	1	n/a	complete	n/a
sub-151	true	stimuli/psychopy/logs/151/sub151_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	518beecc9d079554571ef77b42b0db8558f4bc59aa8e631533b490318497ac0a	151	1	6	20	stimuli/psychopy/logs/113/sub113_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/117/sub117_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/122/sub122_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/145/sub145_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/147/sub147_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/156/sub156_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/157/sub157_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/158/sub158_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/209/sub209_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/212/sub212_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/228/sub228_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/230/sub230_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/232/sub232_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/237/sub237_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/241/sub241_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/243/sub243_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/245/sub245_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/246/sub246_Bargaining-Ratings-1.csv;stimuli/psychopy/logs/257/sub257_Bargaining-Ratings-1.csv	complete	n/a
sub-151	true	stimuli/psychopy/logs/151/sub151_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	b671d888e084719a9d7d7c9960dc1cd2cb588dc4c862206776e25b89181012d8	264	1	12	8	stimuli/psychopy/logs/129/sub129_Bargaining-Ratings-2.csv;stimuli/psychopy/logs/156/sub156_Bargaining-Ratings-2.csv;stimuli/psychopy/logs/211/sub211_Bargaining-Ratings-2.csv;stimuli/psychopy/logs/232/sub232_Bargaining-Ratings-2.csv;stimuli/psychopy/logs/236/sub236_Bargaining-Ratings-2.csv;stimuli/psychopy/logs/237/sub237_Bargaining-Ratings-2.csv;stimuli/psychopy/logs/254/sub254_Bargaining-Ratings-2.csv	complete	n/a
sub-151	true	stimuli/psychopy/logs/151/sub151_Investment-Ratings-1.csv	Investment	1	trust	pre	f2c4ac926251d736b17e17a53caba5db753a0216ecec5379bb5edf4f99910334	208	1	9	1	n/a	complete	n/a
sub-151	true	stimuli/psychopy/logs/151/sub151_Investment-Ratings-2.csv	Investment	2	trust	post	b4eafafc91a39ebacc8bd1c3e8560472a29aa5759ab55779c6129bcdca5854c6	208	1	9	1	n/a	complete	n/a
sub-151	true	stimuli/psychopy/logs/151/sub151_SR-Ratings-2.csv	SR	2	sharedreward	post	74156cc9b0672d7b38fc76ab429ab4138e7a298e659f2a420b97cff8ac9658e1	152	1	6	1	n/a	complete	n/a
sub-152	true	stimuli/psychopy/logs/152/sub152_Bargaining-Ratings-1.csv	Bargaining	1	ultimatum	pre	731e027d79ceb17621e14b38bdc623ac4d2c8fff3199a40d0f42f723c3a1332a	151	1	6	1	n/a	complete	n/a
sub-152	true	stimuli/psychopy/logs/152/sub152_Bargaining-Ratings-2.csv	Bargaining	2	ultimatum	post	0291b307f5ef2cc39efcdc63258e3f927f42f086c83df8c3d9e0416ce54b99a1	264	1	12	1	n/a	complete	n/a
sub-152	true	stimuli/psychopy/logs/152/sub152_Investment-Ratings-1.csv	Investment	1	trust	pre	a45e68097f8881a8464c6fc04d3a1fb10e09b04c9ecfea655b1cdd1b5ab855d9	205	1	9	1	n/a	complete	n/a
sub-152	true	stimuli/psychopy/logs/152/sub152_Investment-Ratings-2.csv	Investment	2	trust	post	99b188e09c6a852963c0cdc322fddc5a74a74a8aee2f0a469e6607c7eb3dca1c	206	1	9	1	n/a	complete	n/a
sub-152	true	stimuli/psychopy/logs/152/sub152_SR-Ratings-2.csv	SR	2	sharedreward	post	c8c0fa01cf9969d2bdf619cca89243fbd72f88060a41d78bc3f398cfd8b8f648	152	1	6	1	n/a	complete	n/a
