trial_number	partner	rating_dimension	response
1	similar	fairness	1
2	dissimilar	fairness	1
3	computer	fairness	1
4	similar	likeability	2
5	dissimilar	likeability	2
6	computer	likeability	1
7	similar	anger	9
8	dissimilar	anger	9
9	computer	anger	9
10	similar	satisfaction	1
11	dissimilar	satisfaction	1
12	computer	satisfaction	1
