trial_number	partner	rating_dimension	response
1	similar	fairness	9
2	dissimilar	fairness	8
3	computer	fairness	8
4	similar	likeability	8
5	dissimilar	likeability	8
6	computer	likeability	8
7	similar	anger	8
8	dissimilar	anger	7
9	computer	anger	7
10	similar	satisfaction	9
11	dissimilar	satisfaction	7
12	computer	satisfaction	7
