trial_number	partner	rating_dimension	response
1	friend	trustworthiness	10
2	stranger	trustworthiness	9
3	computer	trustworthiness	9
4	friend	likeability	10
5	stranger	likeability	9
6	computer	likeability	9
7	friend	approachability	10
8	stranger	approachability	9
9	computer	approachability	9
