trial_number	partner	rating_dimension	response
1	similar	fairness	8
2	dissimilar	fairness	8
3	computer	fairness	5
4	similar	likeability	8
5	dissimilar	likeability	8
6	computer	likeability	5
7	similar	anger	5
8	dissimilar	anger	5
9	computer	anger	5
10	similar	satisfaction	7
11	dissimilar	satisfaction	7
12	computer	satisfaction	7
