trial_number	partner	rating_dimension	response
1	friend	trustworthiness	5
2	stranger	trustworthiness	5
3	computer	trustworthiness	5
4	friend	likeability	5
5	stranger	likeability	5
6	computer	likeability	5
7	friend	approachability	5
8	stranger	approachability	5
9	computer	approachability	5
