trial_number	partner	rating_dimension	response
1	friend	trustworthiness	9
2	stranger	trustworthiness	8
3	computer	trustworthiness	4
4	friend	likeability	8
5	stranger	likeability	6
6	computer	likeability	3
7	friend	approachability	10
8	stranger	approachability	5
9	computer	approachability	0
