trial_number	partner	rating_dimension	response
1	similar	fairness	4
2	dissimilar	fairness	6
3	computer	fairness	5
4	similar	likeability	7
5	dissimilar	likeability	8
6	computer	likeability	3
7	similar	anger	4
8	dissimilar	anger	5
9	computer	anger	3
10	similar	satisfaction	5
11	dissimilar	satisfaction	3
12	computer	satisfaction	3
