trial_number	partner	rating_dimension	response
1	friend	trustworthiness	3
2	stranger	trustworthiness	4
3	computer	trustworthiness	3
4	friend	likeability	5
5	stranger	likeability	5
6	computer	likeability	3
7	friend	approachability	5
8	stranger	approachability	6
9	computer	approachability	5
