onset	duration	trial_type	response_time	Offer
4.018690	3.513000	event_accept_outgroup	2.287980	8
4.018690	3.513000	event_outgroup	2.287980	8
4.018690	33.500000	block_outgroup_fair	n/a	n/a
8.301120	3.543040	missed_trial	n/a	7
12.614100	3.527650	event_accept_outgroup	1.186080	10
12.614100	3.527650	event_outgroup	1.186080	10
12.614100	0	event_RT	1.186080	10
16.910700	3.513060	event_reject_outgroup	1.635140	8
16.910700	3.513060	event_outgroup	1.635140	8
16.910700	0	event_RT	1.635140	8
21.192500	3.513250	event_accept_outgroup	1.317180	9
21.192500	3.513250	event_outgroup	1.317180	9
21.192500	0	event_RT	1.317180	9
25.473700	3.513360	event_reject_outgroup	1.366430	6
25.473700	3.513360	event_outgroup	1.366430	6
25.473700	0	event_RT	1.366430	6
29.755700	3.513170	event_reject_outgroup	1.213590	1
29.755700	3.513170	event_outgroup	1.213590	1
29.755700	0	event_RT	1.213590	1
34.037100	3.513270	event_reject_outgroup	1.811110	7
34.037100	3.513270	event_outgroup	1.811110	7
34.037100	0	event_RT	1.811110	7
47.573400	3.525270	event_reject_computer	3.012850	4
47.573400	3.525270	event_computer	3.012850	4
47.573400	33.500000	block_computer_unfair	n/a	n/a
51.867400	3.513110	event_accept_computer	1.716550	8
51.867400	3.513110	event_computer	1.716550	8
51.867400	0	event_RT	1.716550	8
56.148900	3.513300	event_reject_computer	1.115220	1
56.148900	3.513300	event_computer	1.115220	1
56.148900	0	event_RT	1.115220	1
60.430700	3.513200	event_reject_computer	1.280090	5
60.430700	3.513200	event_computer	1.280090	5
60.430700	0	event_RT	1.280090	5
64.712400	3.513190	event_reject_computer	1.061420	1
64.712400	3.513190	event_computer	1.061420	1
64.712400	0	event_RT	1.061420	1
68.993900	3.513400	event_reject_computer	1.160220	2
68.993900	3.513400	event_computer	1.160220	2
68.993900	0	event_RT	1.160220	2
73.275700	3.513130	event_reject_computer	1.057880	3
73.275700	3.513130	event_computer	1.057880	3
73.275700	0	event_RT	1.057880	3
77.557400	3.513280	event_reject_computer	1.455580	1
77.557400	3.513280	event_computer	1.455580	1
77.557400	0	event_RT	1.455580	1
93.091300	3.512390	event_reject_outgroup	2.341540	2
93.091300	3.512390	event_outgroup	2.341540	2
93.091300	33.500000	block_outgroup_unfair	n/a	n/a
97.371700	3.513530	event_reject_outgroup	1.075150	3
97.371700	3.513530	event_outgroup	1.075150	3
97.371700	0	event_RT	1.075150	3
101.654000	3.528930	event_reject_outgroup	1.422560	6
101.654000	3.528930	event_outgroup	1.422560	6
101.654000	0	event_RT	1.422560	6
