onset	duration	trial_type	response_time	Offer
4.021020	3.574120	missed_trial	n/a	7
4.021020	33.500000	block_ingroup_fair	n/a	n/a
8.364740	3.512610	event_accept_ingroup	2.039160	4
8.364740	3.512610	event_ingroup	2.039160	4
8.364740	0	event_RT	2.039160	4
12.646200	3.512850	event_accept_ingroup	2.853830	8
12.646200	3.512850	event_ingroup	2.853830	8
12.646200	0	event_RT	2.853830	8
16.929700	3.526690	event_accept_ingroup	1.501170	9
16.929700	3.526690	event_ingroup	1.501170	9
16.929700	0	event_RT	1.501170	9
21.225300	3.528400	event_accept_ingroup	1.451990	10
21.225300	3.528400	event_ingroup	1.451990	10
21.225300	0	event_RT	1.451990	10
25.522600	3.512830	event_reject_ingroup	2.034070	9
25.522600	3.512830	event_ingroup	2.034070	9
25.522600	0	event_RT	2.034070	9
29.804200	3.528500	event_reject_ingroup	1.798960	6
29.804200	3.528500	event_ingroup	1.798960	6
29.804200	0	event_RT	1.798960	6
34.101400	3.513060	event_accept_ingroup	1.481770	10
34.101400	3.513060	event_ingroup	1.481770	10
34.101400	0	event_RT	1.481770	10
45.634100	3.528440	event_accept_ingroup	2.405700	10
45.634100	3.528440	event_ingroup	2.405700	10
45.634100	33.500000	block_ingroup_unfair	n/a	n/a
49.931400	3.528500	event_reject_ingroup	1.422650	2
49.931400	3.528500	event_ingroup	1.422650	2
49.931400	0	event_RT	1.422650	2
54.228800	3.512810	event_reject_ingroup	1.737840	3
54.228800	3.512810	event_ingroup	1.737840	3
54.228800	0	event_RT	1.737840	3
58.510600	3.512680	event_reject_ingroup	1.502620	1
58.510600	3.512680	event_ingroup	1.502620	1
58.510600	0	event_RT	1.502620	1
62.792200	3.512840	event_reject_ingroup	1.600420	2
62.792200	3.512840	event_ingroup	1.600420	2
62.792200	0	event_RT	1.600420	2
67.073900	3.512830	event_reject_ingroup	1.398960	1
67.073900	3.512830	event_ingroup	1.398960	1
67.073900	0	event_RT	1.398960	1
71.355900	3.512580	event_accept_ingroup	1.680030	6
71.355900	3.512580	event_ingroup	1.680030	6
71.355900	0	event_RT	1.680030	6
75.637200	3.528540	event_accept_ingroup	1.828450	3
75.637200	3.528540	event_ingroup	1.828450	3
75.637200	0	event_RT	1.828450	3
89.188400	3.525720	event_accept_outgroup	2.515500	9
89.188400	3.525720	event_outgroup	2.515500	9
89.188400	33.500000	block_outgroup_fair	n/a	n/a
93.482800	3.528490	event_accept_outgroup	2.251240	10
93.482800	3.528490	event_outgroup	2.251240	10
93.482800	0	event_RT	2.251240	10
97.779900	3.513210	event_accept_outgroup	1.634170	9
97.779900	3.513210	event_outgroup	1.634170	9
97.779900	0	event_RT	1.634170	9
102.062000	3.513230	event_reject_outgroup	1.566110	9
102.062000	3.513230	event_outgroup	1.566110	9
102.062000	0	event_RT	1.566110	9
106.344000	3.513030	event_reject_outgroup	2.629620	7
106.344000	3.513030	event_outgroup	2.629620	7
106.344000	0	event_RT	2.629620	7
110.625000	3.513090	event_accept_outgroup	2.128150	6
110.625000	3.513090	event_outgroup	2.128150	6
110.625000	0	event_RT	2.128150	6
114.907000	3.513240	event_reject_outgroup	1.809800	4
114.907000	3.513240	event_outgroup	1.809800	4
114.907000	0	event_RT	1.809800	4
119.188000	3.528480	missed_trial	n/a	10
134.738000	3.527550	event_reject_ingroup	1.579120	3
134.738000	3.527550	event_ingroup	1.579120	3
134.738000	33.500000	block_ingroup_unfair	n/a	n/a
139.035000	3.512850	event_reject_ingroup	1.862100	3
139.035000	3.512850	event_ingroup	1.862100	3
139.035000	0	event_RT	1.862100	3
143.316000	3.528480	event_accept_ingroup	1.326940	4
143.316000	3.528480	event_ingroup	1.326940	4
143.316000	0	event_RT	1.326940	4
