trial_number	partner	rating_dimension	response
1	friend	trustworthiness	6
2	stranger	trustworthiness	8
3	computer	trustworthiness	9
4	friend	likeability	7
5	stranger	likeability	8
6	computer	likeability	9
7	friend	approachability	8
8	stranger	approachability	6
9	computer	approachability	7
