trial_number	partner	rating_dimension	response
1	similar	fairness	9
2	dissimilar	fairness	4
3	computer	fairness	5
4	similar	likeability	8
5	dissimilar	likeability	5
6	computer	likeability	5
7	similar	anger	7
8	dissimilar	anger	4
9	computer	anger	5
10	similar	satisfaction	7
11	dissimilar	satisfaction	4
12	computer	satisfaction	5
