trial_number	partner	rating_dimension	response
1	friend	trustworthiness	9
2	stranger	trustworthiness	7
3	computer	trustworthiness	6
4	friend	likeability	8
5	stranger	likeability	7
6	computer	likeability	6
7	friend	approachability	8
8	stranger	approachability	8
9	computer	approachability	6
