trial_number	partner	rating_dimension	response
1	friend	trustworthiness	9
2	stranger	trustworthiness	5
3	computer	trustworthiness	4
4	friend	likeability	9
5	stranger	likeability	5
6	computer	likeability	2
7	friend	approachability	8
8	stranger	approachability	4
9	computer	approachability	2
