trial_number	partner	rating_dimension	response
1	friend	trustworthiness	6
2	stranger	trustworthiness	3
3	computer	trustworthiness	3
4	friend	likeability	8
5	stranger	likeability	3
6	computer	likeability	4
7	friend	approachability	7
8	stranger	approachability	4
9	computer	approachability	3
