trial_number	partner	rating_dimension	response
1	friend	trustworthiness	8
2	stranger	trustworthiness	5
3	computer	trustworthiness	5
4	friend	likeability	8
5	stranger	likeability	4
6	computer	likeability	5
7	friend	approachability	4
8	stranger	approachability	4
9	computer	approachability	5
