trial_number	partner	rating_dimension	response
1	friend	trustworthiness	3
2	stranger	trustworthiness	2
3	computer	trustworthiness	5
4	friend	likeability	3
5	stranger	likeability	5
6	computer	likeability	5
7	friend	approachability	3
8	stranger	approachability	4
9	computer	approachability	5
