trial_number	partner	rating_dimension	response
1	friend	trustworthiness	2
2	stranger	trustworthiness	7
3	computer	trustworthiness	10
4	friend	likeability	3
5	stranger	likeability	7
6	computer	likeability	5
7	friend	approachability	3
8	stranger	approachability	7
9	computer	approachability	5
