trial_number	partner	rating_dimension	response
1	friend	trustworthiness	9
2	stranger	trustworthiness	8
3	computer	trustworthiness	5
4	friend	likeability	10
5	stranger	likeability	9
6	computer	likeability	5
7	friend	approachability	10
8	stranger	approachability	9
9	computer	approachability	5
