trial_number	partner	rating_dimension	response
1	similar	fairness	7
2	dissimilar	fairness	8
3	computer	fairness	3
4	similar	likeability	7
5	dissimilar	likeability	8
6	computer	likeability	4
7	similar	anger	3
8	dissimilar	anger	2
9	computer	anger	7
10	similar	satisfaction	6
11	dissimilar	satisfaction	7
12	computer	satisfaction	3
