"","participant_id","age","agecat","agedummy","trial_type","Offer","IsFairBlock","partner","response","avg_compFair","avg_compUnfair","avg_outgroupFair","avg_outgroupUnfair","avg_ingroupFair","avg_ingroupUnfair"
"1","sub-106",20,"younger",0,"event_reject_outgroup","3","0",2,0,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"2","sub-106",20,"younger",0,"event_reject_outgroup","2","0",2,0,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"3","sub-106",20,"younger",0,"event_reject_outgroup","4","0",2,0,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"4","sub-106",20,"younger",0,"event_reject_outgroup","2","0",2,0,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"5","sub-106",20,"younger",0,"event_reject_outgroup","4","0",2,0,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"6","sub-106",20,"younger",0,"event_accept_outgroup","6","0",2,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"7","sub-106",20,"younger",0,"event_reject_outgroup","4","0",2,0,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"8","sub-106",20,"younger",0,"event_accept_outgroup","10","0",2,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"9","sub-106",20,"younger",0,"event_accept_computer","7","1",1,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"10","sub-106",20,"younger",0,"event_accept_computer","8","1",1,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"11","sub-106",20,"younger",0,"event_accept_computer","9","1",1,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"12","sub-106",20,"younger",0,"event_accept_computer","8","1",1,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"13","sub-106",20,"younger",0,"event_accept_computer","9","1",1,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"14","sub-106",20,"younger",0,"event_reject_computer","5","1",1,0,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"15","sub-106",20,"younger",0,"event_reject_computer","4","1",1,0,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"16","sub-106",20,"younger",0,"event_accept_computer","7","1",1,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"17","sub-106",20,"younger",0,"event_accept_outgroup","7","1",2,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"18","sub-106",20,"younger",0,"event_reject_outgroup","5","1",2,0,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"19","sub-106",20,"younger",0,"event_accept_outgroup","10","1",2,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"20","sub-106",20,"younger",0,"event_accept_outgroup","10","1",2,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"21","sub-106",20,"younger",0,"event_accept_outgroup","8","1",2,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"22","sub-106",20,"younger",0,"event_reject_outgroup","3","1",2,0,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"23","sub-106",20,"younger",0,"event_accept_outgroup","10","1",2,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"24","sub-106",20,"younger",0,"event_accept_outgroup","10","1",2,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"25","sub-106",20,"younger",0,"event_accept_ingroup","9","1",3,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"26","sub-106",20,"younger",0,"event_accept_ingroup","10","1",3,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"27","sub-106",20,"younger",0,"event_reject_ingroup","2","1",3,0,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"28","sub-106",20,"younger",0,"event_accept_ingroup","10","1",3,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"29","sub-106",20,"younger",0,"event_accept_ingroup","7","1",3,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"30","sub-106",20,"younger",0,"event_accept_ingroup","8","1",3,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"31","sub-106",20,"younger",0,"event_accept_ingroup","8","1",3,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"32","sub-106",20,"younger",0,"event_reject_ingroup","5","1",3,0,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"33","sub-106",20,"younger",0,"event_accept_outgroup","8","1",2,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"34","sub-106",20,"younger",0,"event_accept_outgroup","9","1",2,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"35","sub-106",20,"younger",0,"event_accept_outgroup","7","1",2,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"36","sub-106",20,"younger",0,"event_accept_outgroup","8","1",2,1,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
"37","sub-106",20,"younger",0,"event_reject_outgroup","2","1",2,0,0.75,0.0833333333333333,0.708333333333333,0.166666666666667,0.75,0.125
