"","participant_id","partner","IsFairBlock","proportion_accept"
"195","sub-140",1,"0",0.782608695652174
"196","sub-140",3,"0",0.708333333333333
"197","sub-140",3,"1",0.875
"198","sub-140",1,"1",0.833333333333333
"199","sub-141",1,"1",0.954545454545455
"200","sub-141",3,"0",1
"201","sub-141",2,"0",1
"202","sub-141",3,"1",1
"203","sub-141",2,"1",1
"204","sub-141",1,"0",1
"205","sub-142",1,"1",1
"206","sub-142",3,"0",0.875
"207","sub-142",2,"0",0.916666666666667
"208","sub-142",1,"0",1
"209","sub-142",2,"1",1
"210","sub-142",3,"1",1
"211","sub-144",3,"0",0.875
"212","sub-144",2,"1",0.958333333333333
"213","sub-144",2,"0",0.791666666666667
"214","sub-144",1,"0",0.833333333333333
"215","sub-144",3,"1",0.958333333333333
"216","sub-144",1,"1",0.958333333333333
"217","sub-145",1,"1",0.739130434782609
"218","sub-145",3,"0",0.125
"219","sub-145",1,"0",0.166666666666667
"220","sub-145",2,"1",0.75
"221","sub-145",3,"1",0.739130434782609
"222","sub-145",2,"0",0.125
"223","sub-147",1,"0",0.666666666666667
"224","sub-147",3,"1",0.916666666666667
"225","sub-147",3,"0",0.666666666666667
"226","sub-147",1,"1",0.958333333333333
"227","sub-147",2,"0",0.818181818181818
"228","sub-147",2,"1",0.91304347826087
"229","sub-149",2,"0",0.65
"230","sub-149",2,"1",1
"231","sub-149",3,"0",0.91304347826087
"232","sub-149",1,"1",0.958333333333333
"233","sub-149",1,"0",0.91304347826087
"234","sub-149",3,"1",1
"235","sub-150",1,"1",0.875
"236","sub-150",2,"1",0.916666666666667
"237","sub-150",1,"0",0.708333333333333
"238","sub-150",3,"0",0.791666666666667
"239","sub-150",2,"0",0.5
"240","sub-150",3,"1",0.91304347826087
"241","sub-151",2,"0",0.25
"242","sub-151",1,"0",0.208333333333333
"243","sub-151",1,"1",0.833333333333333
"244","sub-151",2,"1",0.791666666666667
"245","sub-151",3,"1",0.791666666666667
"246","sub-151",3,"0",0.166666666666667
"247","sub-152",3,"0",1
"248","sub-152",1,"0",0.956521739130435
"249","sub-152",2,"0",1
"250","sub-152",1,"1",1
"251","sub-152",2,"1",1
"252","sub-152",3,"1",1
"253","sub-153",1,"0",0.304347826086957
"254","sub-153",3,"0",0.541666666666667
"255","sub-153",2,"0",0.5
"256","sub-153",2,"1",0.916666666666667
"257","sub-153",3,"1",0.875
"258","sub-153",1,"1",0.875
"259","sub-154",3,"0",0.157894736842105
"260","sub-154",1,"0",0.125
"261","sub-154",1,"1",0.478260869565217
"262","sub-154",2,"1",0.375
"263","sub-154",3,"1",0.25
"264","sub-154",2,"0",0.0416666666666667
"265","sub-156",3,"1",1
"266","sub-156",2,"0",1
"267","sub-156",2,"1",1
"268","sub-156",1,"1",1
"269","sub-156",1,"0",1
"270","sub-156",3,"0",1
"271","sub-155",1,"0",0.0833333333333333
"272","sub-155",1,"1",0.208333333333333
"273","sub-155",3,"0",0
"274","sub-155",2,"0",0
"275","sub-155",3,"1",0.0833333333333333
"276","sub-155",2,"1",0.0416666666666667
"277","sub-157",2,"0",0.652173913043478
"278","sub-157",3,"1",0.958333333333333
"279","sub-157",1,"0",0.583333333333333
"280","sub-157",1,"1",1
"281","sub-157",2,"1",0.916666666666667
"282","sub-157",3,"0",0.565217391304348
"283","sub-158",2,"0",0.0869565217391304
"284","sub-158",2,"1",0.625
"285","sub-158",1,"0",0.166666666666667
"286","sub-158",3,"1",0.666666666666667
"287","sub-158",3,"0",0.125
"288","sub-158",1,"1",0.666666666666667
"289","sub-159",3,"0",0.291666666666667
"290","sub-159",2,"1",0.458333333333333
"291","sub-159",1,"1",0.625
"292","sub-159",3,"1",0.375
"293","sub-159",2,"0",0.125
"294","sub-159",1,"0",0.0833333333333333
"295","sub-204",2,"0",0.0434782608695652
"296","sub-204",1,"0",0.0833333333333333
"297","sub-204",2,"1",0.208333333333333
"298","sub-204",3,"1",0.583333333333333
"299","sub-204",3,"0",0.125
"300","sub-204",1,"1",0.0434782608695652
"301","sub-205",3,"0",0.333333333333333
"302","sub-205",1,"0",0.916666666666667
"303","sub-205",2,"0",0.541666666666667
"304","sub-205",1,"1",1
"305","sub-205",2,"1",0.875
"306","sub-205",3,"1",0.956521739130435
"307","sub-206",1,"1",0.833333333333333
"308","sub-206",2,"0",0.25
"309","sub-206",2,"1",0.875
"310","sub-206",3,"1",0.833333333333333
"311","sub-206",1,"0",0.25
"312","sub-206",3,"0",0.291666666666667
"313","sub-207",1,"0",0.458333333333333
"314","sub-207",1,"1",0.625
"315","sub-207",3,"1",0.782608695652174
"316","sub-207",3,"0",0.25
"317","sub-207",2,"0",0.291666666666667
"318","sub-207",2,"1",0.833333333333333
"319","sub-208",2,"1",0.91304347826087
"320","sub-208",3,"0",0.5
"321","sub-208",3,"1",0.875
"322","sub-208",2,"0",0.333333333333333
"323","sub-208",1,"1",0.916666666666667
"324","sub-208",1,"0",0.5
"325","sub-209",3,"1",0.791666666666667
"326","sub-209",2,"0",0.208333333333333
"327","sub-209",2,"1",0.875
"328","sub-209",1,"1",0.833333333333333
"329","sub-209",3,"0",0.208333333333333
"330","sub-209",1,"0",0.125
"331","sub-210",2,"1",0.75
"332","sub-210",3,"1",0.791666666666667
"333","sub-210",2,"0",0.347826086956522
"334","sub-210",1,"1",0.833333333333333
"335","sub-210",3,"0",0.521739130434783
"336","sub-210",1,"0",0.375
"337","sub-211",3,"0",0.142857142857143
"338","sub-211",1,"1",0.4
"339","sub-211",2,"0",0.15
"340","sub-211",1,"0",0.217391304347826
"341","sub-211",2,"1",0.318181818181818
"342","sub-211",3,"1",0.391304347826087
"343","sub-212",1,"1",1
"344","sub-212",3,"0",1
"345","sub-212",1,"0",1
"346","sub-212",2,"0",1
"347","sub-212",2,"1",1
"348","sub-212",3,"1",1
"349","sub-213",2,"1",0.869565217391304
"350","sub-213",1,"1",0.833333333333333
"351","sub-213",3,"1",0.875
"352","sub-213",2,"0",0.25
"353","sub-213",3,"0",0.25
"354","sub-213",1,"0",0.25
"355","sub-215",2,"1",0.916666666666667
"356","sub-215",3,"0",0.541666666666667
"357","sub-215",1,"1",0.916666666666667
"358","sub-215",1,"0",0.416666666666667
"359","sub-215",3,"1",0.916666666666667
"360","sub-215",2,"0",0.458333333333333
"361","sub-216",2,"1",0.739130434782609
"362","sub-216",1,"0",0.208333333333333
"363","sub-216",3,"1",0.625
"364","sub-216",2,"0",0.125
"365","sub-216",3,"0",0.208333333333333
"366","sub-216",1,"1",0.75
"367","sub-217",2,"0",0.260869565217391
"368","sub-217",3,"0",0.5
"369","sub-217",2,"1",0.958333333333333
"370","sub-217",1,"1",0.833333333333333
"371","sub-217",1,"0",0.375
"372","sub-217",3,"1",0.916666666666667
"373","sub-218",3,"1",0.818181818181818
"374","sub-218",3,"0",0.347826086956522
"375","sub-218",2,"1",0.652173913043478
"376","sub-218",1,"1",0.75
"377","sub-218",1,"0",0.333333333333333
"378","sub-218",2,"0",0.333333333333333
"379","sub-220",2,"1",0.958333333333333
"380","sub-220",2,"0",0.833333333333333
"381","sub-220",1,"0",0.826086956521739
"382","sub-220",3,"1",1
"383","sub-220",1,"1",1
"384","sub-220",3,"0",0.916666666666667
"385","sub-221",3,"0",0.208333333333333
"386","sub-221",3,"1",0.75
"387","sub-221",2,"1",0.75
"388","sub-221",1,"0",0.125
"389","sub-221",2,"0",0.125
"390","sub-221",1,"1",0.625
"391","sub-222",2,"1",0.916666666666667
"392","sub-222",1,"1",0.833333333333333
"393","sub-222",1,"0",0.416666666666667
"394","sub-222",3,"0",0.416666666666667
"395","sub-222",3,"1",0.916666666666667
"396","sub-222",2,"0",0.708333333333333
"397","sub-224",2,"1",0.478260869565217
"398","sub-224",2,"0",0.125
"399","sub-224",3,"0",0.125
"400","sub-224",1,"1",0.347826086956522
"401","sub-224",1,"0",0.0833333333333333
"402","sub-224",3,"1",0.416666666666667
"403","sub-225",2,"1",0.818181818181818
"404","sub-225",3,"1",0.75
"405","sub-225",1,"0",0.583333333333333
"406","sub-225",1,"1",0.909090909090909
"407","sub-225",2,"0",0.333333333333333
"408","sub-225",3,"0",0.454545454545455
"409","sub-226",1,"1",0.695652173913043
"410","sub-226",3,"1",0.791666666666667
"411","sub-226",2,"0",0.0833333333333333
"412","sub-226",1,"0",0.25
"413","sub-226",2,"1",0.833333333333333
"414","sub-226",3,"0",0.25
"415","sub-227",1,"1",0.565217391304348
"416","sub-227",3,"1",0.5
"417","sub-227",2,"0",0.0833333333333333
"418","sub-227",2,"1",0.583333333333333
"419","sub-227",1,"0",0.0833333333333333
"420","sub-227",3,"0",0.125
"421","sub-228",2,"0",0.291666666666667
"422","sub-228",3,"0",0.291666666666667
"423","sub-228",2,"1",0.833333333333333
"424","sub-228",1,"0",0.208333333333333
"425","sub-228",3,"1",0.875
"426","sub-228",1,"1",0.875
"427","sub-230",3,"0",0.952380952380952
"428","sub-230",1,"1",1
"429","sub-230",1,"0",1
"430","sub-230",2,"0",1
"431","sub-230",3,"1",1
"432","sub-230",2,"1",1
"433","sub-231",3,"0",1
"434","sub-231",1,"0",1
"435","sub-231",2,"1",1
"436","sub-231",1,"1",1
"437","sub-231",2,"0",1
"438","sub-231",3,"1",1
"439","sub-232",3,"1",0.523809523809524
"440","sub-232",1,"1",0.478260869565217
"441","sub-232",2,"0",0.0833333333333333
"442","sub-232",3,"0",0.0869565217391304
"443","sub-232",2,"1",0.583333333333333
"444","sub-232",1,"0",0.166666666666667
"445","sub-233",1,"0",0.681818181818182
"446","sub-233",2,"1",0.956521739130435
"447","sub-233",2,"0",0.708333333333333
"448","sub-233",3,"1",0.916666666666667
"449","sub-233",1,"1",0.958333333333333
"450","sub-233",3,"0",0.5
"451","sub-234",2,"0",0.181818181818182
"452","sub-234",2,"1",0.583333333333333
"453","sub-234",1,"1",0.416666666666667
"454","sub-234",3,"1",0.541666666666667
"455","sub-234",3,"0",0.130434782608696
"456","sub-234",1,"0",0.0869565217391304
"457","sub-235",2,"1",0.956521739130435
"458","sub-235",2,"0",1
"459","sub-235",1,"0",1
"460","sub-235",3,"0",1
"461","sub-235",3,"1",1
"462","sub-235",1,"1",1
"463","sub-236",3,"1",0.916666666666667
"464","sub-236",1,"0",0.391304347826087
"465","sub-236",2,"0",0.291666666666667
"466","sub-236",2,"1",0.833333333333333
"467","sub-236",3,"0",0.25
"468","sub-236",1,"1",0.954545454545455
"469","sub-237",3,"1",0.833333333333333
"470","sub-237",1,"0",0.25
"471","sub-237",1,"1",0.916666666666667
"472","sub-237",3,"0",0.25
"473","sub-237",2,"1",0.75
"474","sub-237",2,"0",0.208333333333333
"475","sub-238",1,"1",0.565217391304348
"476","sub-238",1,"0",0.625
"477","sub-238",2,"0",0.541666666666667
"478","sub-238",2,"1",0.75
"479","sub-238",3,"0",0.666666666666667
"480","sub-238",3,"1",0.833333333333333
"481","sub-240",2,"1",0.652173913043478
"482","sub-240",1,"0",0.125
"483","sub-240",2,"0",0.125
"484","sub-240",3,"1",0.75
"485","sub-240",1,"1",0.75
"486","sub-240",3,"0",0.125
"487","sub-241",3,"0",0.521739130434783
"488","sub-241",3,"1",1
"489","sub-241",1,"1",0.727272727272727
"490","sub-241",1,"0",0.0833333333333333
"491","sub-241",2,"0",0.842105263157895
"492","sub-241",2,"1",0.875
"493","sub-242",1,"0",0.428571428571429
"494","sub-242",1,"1",0.916666666666667
"495","sub-242",3,"1",0.833333333333333
"496","sub-242",3,"0",0.416666666666667
"497","sub-242",2,"0",0.391304347826087
"498","sub-242",2,"1",0.75
"499","sub-244",1,"0",0
"500","sub-244",3,"0",0.25
"501","sub-244",2,"0",0.125
"502","sub-244",3,"1",0.625
"503","sub-244",2,"1",0.6875
"504","sub-244",1,"1",0.285714285714286
"505","sub-245",2,"1",1
"506","sub-245",3,"0",1
"507","sub-245",2,"0",1
"508","sub-245",1,"1",1
"509","sub-245",1,"0",1
"510","sub-245",3,"1",1
"511","sub-247",1,"1",0.91304347826087
"512","sub-247",3,"0",0.291666666666667
"513","sub-247",1,"0",0.458333333333333
"514","sub-247",3,"1",0.916666666666667
"515","sub-247",2,"0",0.375
"516","sub-247",2,"1",0.875
"517","sub-249",2,"0",0.652173913043478
"518","sub-249",2,"1",0.416666666666667
"519","sub-249",3,"0",0.583333333333333
"520","sub-249",1,"0",0.583333333333333
"521","sub-249",3,"1",0.208333333333333
"522","sub-249",1,"1",0.375
"523","sub-250",1,"1",0.227272727272727
"524","sub-250",1,"0",0.478260869565217
"525","sub-250",2,"0",0.772727272727273
"526","sub-250",3,"1",0.454545454545455
"527","sub-250",2,"1",0.608695652173913
"528","sub-250",3,"0",0.565217391304348
"529","sub-251",3,"0",0.0869565217391304
"530","sub-251",2,"1",0.625
"531","sub-251",1,"1",0.541666666666667
"532","sub-251",2,"0",0.0416666666666667
"533","sub-251",3,"1",0.375
"534","sub-251",1,"0",0.0833333333333333
"535","sub-252",1,"1",0.727272727272727
"536","sub-252",3,"1",0.565217391304348
"537","sub-252",2,"0",0.0833333333333333
"538","sub-252",3,"0",0.125
"539","sub-252",1,"0",0.181818181818182
"540","sub-252",2,"1",0.608695652173913
"541","sub-253",1,"0",0.695652173913043
"542","sub-253",3,"0",0.5
"543","sub-253",1,"1",0.958333333333333
"544","sub-253",2,"1",1
"545","sub-253",2,"0",0.956521739130435
"546","sub-253",3,"1",0.875
"547","sub-254",2,"1",0.91304347826087
"548","sub-254",3,"1",0.916666666666667
"549","sub-254",1,"0",0.75
"550","sub-254",2,"0",0.291666666666667
"551","sub-254",3,"0",0.75
"552","sub-254",1,"1",0.958333333333333
"553","sub-255",1,"1",1
"554","sub-255",1,"0",1
"555","sub-255",3,"0",1
"556","sub-255",3,"1",1
"557","sub-255",2,"0",0.958333333333333
"558","sub-255",2,"1",1
"559","sub-256",3,"1",0.782608695652174
"560","sub-256",2,"0",0.416666666666667
"561","sub-256",3,"0",0.708333333333333
"562","sub-256",2,"1",0.916666666666667
"563","sub-256",1,"0",0.833333333333333
"564","sub-256",1,"1",1
"565","sub-257",1,"0",1
"566","sub-257",2,"1",1
"567","sub-257",3,"0",1
"568","sub-257",1,"1",1
"569","sub-257",2,"0",1
"570","sub-257",3,"1",1
"571","sub-258",2,"1",0.91304347826087
"572","sub-258",1,"1",0.875
"573","sub-258",3,"1",0.833333333333333
"574","sub-258",2,"0",0.25
"575","sub-258",1,"0",0.25
"576","sub-258",3,"0",0.25
"577","sub-259",3,"0",0.458333333333333
"578","sub-259",3,"1",0.916666666666667
"579","sub-259",1,"1",0.91304347826087
"580","sub-259",1,"0",0.458333333333333
"581","sub-259",2,"1",0.916666666666667
"582","sub-259",2,"0",0.5
