trial_number	partner	rating_dimension	response
1	similar	fairness	7
2	dissimilar	fairness	6
3	computer	fairness	5
4	similar	likeability	7
5	dissimilar	likeability	5
6	computer	likeability	0
7	similar	anger	4
8	dissimilar	anger	7
9	computer	anger	10
10	similar	satisfaction	6
11	dissimilar	satisfaction	6
12	computer	satisfaction	2
