trial_number	partner	rating_dimension	response
1	friend	trustworthiness	6
2	stranger	trustworthiness	4
3	computer	trustworthiness	1
4	friend	likeability	10
5	stranger	likeability	8
6	computer	likeability	2
7	friend	approachability	9
8	stranger	approachability	5
9	computer	approachability	0
