trial_number	partner	rating_dimension	response
1	similar	fairness	7
2	dissimilar	fairness	7
3	computer	fairness	5
4	similar	likeability	6
5	dissimilar	likeability	5
6	computer	likeability	6
7	similar	anger	5
8	dissimilar	anger	6
9	computer	anger	7
10	similar	satisfaction	6
11	dissimilar	satisfaction	5
12	computer	satisfaction	5
