trial_number	partner	rating_dimension	response
1	friend	trustworthiness	7
2	stranger	trustworthiness	6
3	computer	trustworthiness	5
4	friend	likeability	4
5	stranger	likeability	5
6	computer	likeability	5
7	friend	approachability	4
8	stranger	approachability	6
9	computer	approachability	4
