trial_number	partner	rating_dimension	response
1	friend	trustworthiness	7
2	stranger	trustworthiness	7
3	computer	trustworthiness	7
4	friend	likeability	5
5	stranger	likeability	7
6	computer	likeability	6
7	friend	approachability	6
8	stranger	approachability	6
9	computer	approachability	7
