trial_number	partner	rating_dimension	response
1	friend	trustworthiness	10
2	stranger	trustworthiness	5
3	computer	trustworthiness	3
4	friend	likeability	9
5	stranger	likeability	5
6	computer	likeability	4
7	friend	approachability	9
8	stranger	approachability	5
9	computer	approachability	0
